Frequenza - Plot 0	Numero casi - Plot 0	
0.000333301	27	
0.000333304	0	
0.000333306	0	
0.000333309	0	
0.000333311	0	
0.000333314	0	
0.000333316	0	
0.000333319	0	
0.000333321	0	
0.000333324	0	
0.000333326	0	
0.000333329	0	
0.000333331	0	
0.000333334	0	
0.000333336	0	
0.000333339	0	
0.000333341	0	
0.000333344	0	
0.000333346	0	
0.000333349	73	
