Durata - Plot 0	Numero casi - Plot 0	
0.000166701	86	
0.000166704	0	
0.000166706	0	
0.000166709	0	
0.000166711	0	
0.000166714	0	
0.000166716	0	
0.000166719	0	
0.000166721	0	
0.000166724	0	
0.000166726	0	
0.000166729	0	
0.000166731	0	
0.000166734	0	
0.000166736	0	
0.000166739	0	
0.000166741	0	
0.000166744	0	
0.000166746	0	
0.000166749	14	
