Durata - Plot 0	Numero casi - Plot 0	
0.000499951	13	
0.000499954	0	
0.000499956	0	
0.000499959	0	
0.000499961	0	
0.000499964	0	
0.000499966	0	
0.000499969	0	
0.000499971	0	
0.000499974	0	
0.000499976	0	
0.000499979	0	
0.000499981	0	
0.000499984	0	
0.000499986	0	
0.000499989	0	
0.000499991	0	
0.000499994	0	
0.000499996	0	
0.000499999	87	
