Durata - Plot 0	Numero casi - Plot 0	
0.000400201	20	
0.000400204	0	
0.000400206	0	
0.000400209	0	
0.000400211	0	
0.000400214	0	
0.000400216	0	
0.000400219	0	
0.000400221	0	
0.000400224	0	
0.000400226	0	
0.000400229	0	
0.000400231	0	
0.000400234	0	
0.000400236	0	
0.000400239	0	
0.000400241	0	
0.000400244	0	
0.000400246	0	
0.000400249	80	
