26.91	27.50	22	25	26	26
26.87	27.50	26	26	26	26
26.87	27.50	26	27	26	26
26.87	27.50	26	27	26	26
26.87	27.50	26	27	26	26
26.87	27.50	26	27	26	26
26.87	27.50	26	26	26	26
26.87	27.50	26	27	26	26
26.87	27.50	26	27	26	26
26.87	27.50	26	27	26	26
26.87	27.50	26	27	26	26
26.87	27.50	26	26	26	26
26.87	27.50	26	27	26	26
26.91	27.50	26	27	26	26
26.94	27.50	26	27	26	26
26.97	27.50	26	27	26	26
27.00	27.50	26	27	26	26
27.03	27.50	26	27	26	26
27.06	27.50	26	27	26	27
27.09	27.50	26	27	27	26
27.12	27.50	26	27	26	26
27.12	27.50	26	27	27	27
27.16	28.00	26	27	27	27
27.19	28.00	26	27	26	27
27.22	28.00	26	27	26	27
27.22	28.00	26	27	27	27
27.25	28.00	26	27	26	27
27.28	28.00	26	27	27	27
27.28	28.00	26	27	27	27
27.31	28.00	26	27	27	27
27.34	28.00	26	27	26	27
27.34	28.00	26	27	27	27
27.37	28.00	26	27	27	27
27.41	28.00	26	27	27	27
27.41	28.00	27	27	27	27
27.44	28.00	27	27	27	27
27.44	28.00	27	27	27	27
27.47	28.00	27	27	27	27
27.47	28.00	27	27	27	27
27.50	28.00	27	27	27	27
27.53	28.00	27	27	27	27
27.53	28.00	27	27	27	27
27.56	28.00	27	27	27	27
27.56	28.00	27	27	27	27
27.59	28.00	27	27	27	27
27.59	28.00	27	27	27	27
27.62	28.00	27	27	27	27
27.62	28.00	27	27	27	27
27.66	28.00	27	27	27	27
27.66	28.00	27	27	27	27
27.66	28.50	27	27	27	27
27.69	28.50	27	27	27	27
27.72	28.50	27	27	27	27
27.72	28.50	27	28	27	27
27.72	28.50	27	28	27	27
27.75	28.50	27	27	27	27
27.75	28.50	27	28	27	27
27.78	28.50	27	28	27	27
27.78	28.50	27	28	27	27
27.81	28.50	27	27	27	27
27.81	28.50	27	27	27	27
27.84	28.50	27	28	27	27
27.84	28.50	27	28	27	27
27.84	28.50	27	28	27	27
27.87	28.50	27	28	27	27
27.87	28.50	27	28	27	28
27.91	28.50	27	28	27	27
27.94	28.50	27	28	27	27
27.94	28.50	27	28	27	27
27.94	28.50	27	28	27	28
27.97	28.50	27	28	27	27
27.97	28.50	27	28	27	28
28.00	28.50	27	28	27	28
28.00	28.50	27	28	27	28
28.00	28.50	27	28	27	28
28.03	28.50	27	28	27	28
28.03	28.50	27	28	27	28
28.06	28.50	27	28	27	28
28.06	28.50	27	28	27	28
28.06	28.50	27	28	27	28
28.09	28.50	27	28	27	28
28.09	28.50	27	28	27	28
28.09	28.50	27	28	27	28
28.12	28.50	27	28	27	28
28.12	28.50	27	28	27	28
28.16	28.50	27	28	27	28
28.16	28.50	27	28	27	28
28.16	28.50	27	28	27	28
28.19	28.50	27	28	27	28
28.19	28.50	27	28	27	28
28.19	28.50	27	28	27	28
28.22	28.50	27	28	27	28
28.22	28.50	27	28	27	28
28.22	29.00	27	28	27	28
28.25	29.00	27	28	27	28
28.25	29.00	28	28	27	28
28.25	29.00	27	28	27	28
28.28	29.00	28	28	27	28
28.28	29.00	28	28	27	28
28.28	29.00	28	28	27	28
28.31	29.00	28	28	28	28
28.31	29.00	28	28	27	28
28.31	29.00	28	28	28	28
28.34	29.00	28	28	28	28
28.34	29.00	28	28	27	28
28.34	29.00	28	28	28	28
28.34	29.00	28	28	28	28
28.37	29.00	28	28	28	28
28.37	29.00	28	28	28	28
28.37	29.00	28	28	28	28
28.41	29.00	28	28	27	28
28.41	29.00	27	28	28	28
28.41	29.00	28	28	28	28
28.44	29.00	28	28	28	28
28.44	29.00	28	28	28	28
28.44	29.00	28	28	28	28
28.47	29.00	28	28	28	28
28.47	29.00	28	28	28	28
28.47	29.00	28	28	28	28
28.50	29.00	28	29	28	28
28.50	29.00	28	28	28	28
28.50	29.00	28	28	28	28
28.53	29.00	28	28	28	28
28.53	29.00	28	29	28	28
28.53	29.00	28	28	28	28
28.56	29.00	28	28	28	28
28.56	29.00	28	28	28	28
28.56	29.00	28	29	28	28
28.59	29.00	28	29	28	28
28.59	29.00	28	29	28	28
28.59	29.00	27	29	28	28
28.62	29.00	28	29	28	28
28.62	29.00	28	29	28	28
28.62	29.00	28	29	28	28
28.66	29.00	28	29	28	29
28.66	29.00	28	29	28	28
28.66	29.00	28	29	28	28
28.69	29.00	28	29	28	28
28.69	29.00	28	29	28	28
28.69	29.50	28	29	28	28
28.72	29.00	28	29	28	28
28.72	29.00	28	29	28	28
28.72	29.50	28	29	28	28
28.75	29.50	28	29	28	28
28.75	29.50	28	29	28	28
28.75	29.50	28	29	28	28
28.75	29.50	28	29	28	28
28.78	29.50	28	29	28	28
28.78	29.50	28	29	28	29
28.78	29.50	28	29	28	29
28.81	29.50	28	29	28	28
28.81	29.50	28	29	28	28
28.81	29.50	28	29	28	28
28.84	29.50	28	29	28	29
28.84	29.50	28	29	28	29
28.84	29.50	28	29	28	29
28.84	29.50	28	29	28	29
28.87	29.50	28	29	28	29
28.87	29.50	28	29	28	29
28.87	29.50	28	29	28	29
28.87	29.50	28	29	28	29
28.91	29.50	28	29	28	29
28.91	29.50	28	29	28	29
28.94	29.50	28	29	28	29
28.94	29.50	28	29	28	29
28.94	29.50	28	29	28	29
28.94	29.50	28	29	28	29
28.97	29.50	28	29	28	29
28.97	29.50	28	29	28	29
28.97	29.50	28	29	28	29
28.97	29.50	28	29	28	29
29.00	29.50	28	29	28	29
29.00	29.50	28	29	28	29
29.00	29.50	28	29	28	29
29.00	29.50	28	29	28	29
29.03	29.50	28	29	28	29
29.03	29.50	28	29	28	29
29.03	29.50	28	29	28	29
29.06	29.50	28	29	28	29
29.06	29.50	28	29	28	29
29.06	29.50	28	29	28	29
29.06	29.50	28	29	28	29
29.09	29.50	28	29	28	28
