Time - Plot 0	Amplitude - Plot 0	Time - Plot 1	Amplitude - Plot 1	
0	4.99756	0	4.99756	
1	4.99756	1	4.99756	
2	4.99756	2	4.99756	
3	4.99756	3	4.99756	
4	4.99756	4	4.99756	
5	4.99756	5	4.99756	
6	4.99756	6	4.99756	
7	4.99756	7	4.99756	
8	4.99756	8	4.99756	
9	4.99756	9	4.99756	
10	4.99756	10	4.99756	
11	4.99756	11	4.99756	
12	4.99756	12	4.99756	
13	4.99756	13	4.99756	
14	4.99756	14	4.99756	
15	4.99756	15	4.99756	
16	4.99756	16	4.99756	
17	4.99756	17	4.99756	
18	4.99756	18	4.99756	
19	4.99756	19	4.99756	
20	4.99756	20	4.99756	
21	4.99756	21	4.99756	
22	4.99756	22	4.99756	
23	4.99756	23	4.99756	
24	4.99756	24	4.99756	
25	4.99756	25	4.99756	
26	4.99756	26	4.99756	
27	4.99756	27	4.99756	
28	4.99756	28	4.99756	
29	4.99756	29	4.99756	
30	4.99756	30	4.99756	
31	4.99756	31	4.99756	
32	4.99756	32	4.99756	
33	4.99756	33	4.99756	
34	4.99756	34	4.99756	
35	4.99756	35	4.99756	
36	4.99756	36	4.99756	
37	4.99756	37	4.99756	
38	4.99756	38	4.99756	
39	4.99756	39	4.99756	
40	4.99756	40	4.99756	
41	4.99756	41	4.99756	
42	4.99756	42	4.99756	
43	4.99756	43	4.99756	
44	4.99756	44	4.99756	
45	4.99756	45	4.99756	
46	4.99756	46	4.99756	
47	4.99756	47	4.99756	
48	4.99756	48	4.99756	
49	4.99756	49	4.99756	
50	4.99756	50	4.99756	
51	4.99756	51	4.99756	
52	4.99756	52	4.99756	
53	4.99756	53	4.99756	
54	4.99756	54	4.99756	
55	4.99756	55	4.99756	
56	4.99756	56	4.99756	
57	4.99756	57	4.99756	
58	4.99756	58	4.99756	
59	4.99756	59	4.99756	
60	4.99756	60	4.99756	
61	4.99756	61	4.99756	
62	4.99756	62	4.99756	
63	4.99756	63	4.99756	
64	4.99756	64	4.99756	
65	4.99756	65	4.99756	
66	4.99756	66	4.99756	
67	4.99756	67	4.99756	
68	4.99756	68	4.99756	
69	4.99756	69	4.99756	
70	4.99756	70	4.99756	
71	4.99756	71	4.99756	
72	4.99756	72	4.99756	
73	4.99756	73	4.99756	
74	4.99756	74	4.99756	
75	4.99756	75	4.99756	
76	4.99756	76	4.99756	
77	4.99756	77	4.99756	
78	4.99756	78	4.99756	
79	4.99756	79	4.99756	
80	4.99756	80	4.99756	
81	4.99756	81	4.99756	
82	4.99756	82	4.99756	
83	4.99756	83	4.99756	
84	4.99756	84	4.99756	
85	4.99756	85	4.99756	
86	4.99756	86	4.99756	
87	4.99756	87	4.99756	
88	4.99756	88	4.99756	
89	4.99756	89	4.99756	
90	4.99756	90	4.99756	
91	4.99756	91	4.99756	
92	4.99756	92	4.99756	
93	4.99756	93	4.99756	
94	4.99756	94	4.99756	
95	4.99756	95	4.99756	
96	4.99756	96	4.99756	
97	4.99756	97	4.99756	
98	4.99756	98	4.99756	
99	4.99756	99	4.99756	
100	4.99756	100	4.99756	
101	4.99756	101	4.99756	
102	4.99756	102	4.99756	
103	4.99756	103	4.99756	
104	4.99756	104	4.99756	
105	4.99756	105	4.99756	
106	4.99756	106	4.99756	
107	4.99756	107	4.99756	
108	4.99756	108	4.99756	
109	4.99756	109	4.99756	
110	4.99756	110	4.99756	
111	4.99756	111	4.99756	
112	4.99756	112	4.99756	
113	4.99756	113	4.99756	
114	4.99756	114	4.99756	
115	4.99756	115	4.99756	
116	4.99756	116	4.99756	
117	4.99756	117	4.99756	
118	4.99756	118	4.99756	
119	4.99756	119	4.99756	
120	4.99756	120	4.99756	
121	4.99756	121	4.99756	
122	4.99756	122	4.99756	
123	4.99756	123	4.99756	
124	4.99756	124	4.99756	
125	4.99756	125	4.99756	
126	4.99756	126	4.99756	
127	4.99756	127	4.99756	
128	4.99756	128	4.99756	
129	4.99756	129	4.99756	
130	4.99756	130	4.99756	
131	4.99756	131	4.99756	
132	4.99756	132	4.99756	
133	4.99756	133	4.99756	
134	4.99756	134	4.99756	
135	4.99756	135	4.99756	
136	4.99756	136	4.99756	
137	4.99756	137	4.99756	
138	4.99756	138	4.99756	
139	4.99756	139	4.99756	
140	4.99756	140	4.99756	
141	4.99756	141	4.99756	
142	4.99756	142	4.99756	
143	4.99756	143	4.99756	
144	4.99756	144	4.99756	
145	4.99756	145	4.99756	
146	4.99756	146	4.99756	
147	4.99756	147	4.99756	
