*Input voltage 	AM2	VF2	VF1	AM1
3,64999999999999	0,0165997037023875	3,65193481452525	9,6278510516626	0,0165997673221909
3,69999999999999	0,0168261426697248	3,70175138733945	9,75918563765322	0,0168262062476856
3,74999999999999	0,017006242281678	3,74137330196916	9,86364155880887	0,0170063007102783
3,79999999999999	0,0170718083709908	3,75579784161798	9,90166349222548	0,01707184902628
3,84999999999999	0,017096023062773	3,76112507381006	9,91569997428067	0,0170960413870205
3,89999999999999	0,0170960386067774	3,76112849349102	9,91569999041998	0,0170960319327094
3,94999999999999	0,0170960541507818	3,76113191317199	9,91570000655929	0,0170960224784551
3,99999999999999	0,0170960696947861	3,76113533285295	9,9157000226986	0,0170960130241156
4,04999999999999	0,0170960852387905	3,76113875253391	9,91570003883791	0,0170960035698613
4,09999999999999	0,0170961007827949	3,76114217221489	9,91570005497726	0,0170959941155786
4,14999999999999	0,0170961163267994	3,76114559189586	9,91570007111659	0,0170959846612675
4,19999999999999	0,0170961318708037	3,76114901157682	9,91570008725592	0,0170959752070132
4,24999999999999	0,0170961474148082	3,7611524312578	9,91570010339527	0,0170959657527021
4,29999999999999	0,0170961629588126	3,76115585093878	9,91570011953461	0,0170959562984478
4,34999999999999	0,017096178502817	3,76115927061975	9,91570013567395	0,0170959468441652
4,39999999999999	0,0170961940468215	3,76116269030072	9,91570015181329	0,0170959373899109
4,44999999999999	0,0170962095908259	3,7611661099817	9,91570016795265	0,0170959279356282
4,49999999999999	0,0170962251348304	3,76116952966268	9,915700184092	0,0170959184813455
4,54999999999999	0,0170962406788348	3,76117294934367	9,91570020023138	0,0170959090270344
4,59999999999999	0,0170962562228393	3,76117636902465	9,91570021637074	0,0170958995727517
4,64999999999999	0,0170962717668438	3,76117978870563	9,9157002325101	0,017095890118469
4,69999999999999	0,0170962873108483	3,76118320838662	9,91570024864949	0,0170958806642147
4,74999999999999	0,0170963028548528	3,76118662806761	9,91570026478887	0,0170958712099036
4,79999999999999	0,0170963183988573	3,7611900477486	9,91570028092826	0,0170958617556209
4,84999999999999	0,0170963339428617	3,76119346742959	9,91570029706763	0,0170958523013383
4,89999999999999	0,0170963494868663	3,76119688711058	9,91570031320702	0,0170958428471124
4,94999999999999	0,0170963650308708	3,76120030679158	9,91570032934645	0,0170958333927729
4,99999999999999	0,0170963805748753	3,76120372647257	9,91570034548582	0,0170958239385186
 
