-0.00063	1.79492
0.00367	1.80716
0.00763	1.82319
0.01162	1.84207
0.01588	1.86087
0.01985	1.87419
0.02415	1.88549
0.02814	1.89413
0.03206	1.91807
0.03635	1.93024
0.04033	1.94208
0.04461	1.96017
0.04854	1.98198
0.05278	2.00707
0.05672	2.02741
0.06066	2.04420
0.06492	2.06064
0.06886	2.07719
0.07309	2.10138
0.07699	2.12837
0.08087	2.15789
0.08509	2.18388
0.08894	2.21041
0.09321	2.23488
0.09710	2.26133
0.10130	2.28910
0.10516	2.31866
0.10901	2.35344
0.11314	2.39542
0.11696	2.43630
0.12107	2.47660
0.12491	2.51108
0.12906	2.55015
0.13285	2.59311
0.13660	2.64231
0.14062	2.69925
0.14433	2.75344
0.14836	2.80996
0.15208	2.86136
0.15579	2.91702
0.15975	2.98341
0.16336	3.05291
0.16728	3.13360
0.17086	3.20893
0.17472	3.29085
0.17831	3.36607
0.18185	3.44768
0.19048	2.72137
0.19798	2.13822
0.20161	2.25420
0.20494	2.36678
0.20827	2.49243
0.21177	2.63365
0.21494	2.77223
0.21834	2.92787
0.22146	3.07400
0.22480	3.23450
0.22789	3.39198
0.23090	3.55904
0.23407	3.74859
0.23697	3.93517
0.24012	4.13483
0.24295	4.33442
0.24593	4.55612
0.24867	4.76381
0.25138	4.97680
0.25426	5.21575
0.25686	5.44707
0.25963	5.70778
0.26211	5.95759
0.26460	6.21468
0.26721	6.49452
0.26960	6.75917
0.27214	7.05444
0.27443	7.33952
0.27685	7.65033
0.27905	7.95096
0.28119	8.25988
0.28347	8.59346
0.28556	8.90884
0.28780	9.26087
0.28982	9.59070
0.29178	9.92994
0.29385	10.30451
0.29572	10.65491
0.29773	11.04186
0.29956	11.40162
0.30149	11.79717
0.30325	12.17015
0.30498	12.55665
0.30678	12.97619
0.30843	13.36857
0.31020	13.79596
0.31179	14.19425
0.31349	14.63116
0.31503	15.04231
0.31653	15.46161
0.31811	15.91789
0.31956	16.34426
0.32112	16.81305
0.32253	17.24640
0.32392	17.68184
0.32538	18.15963
0.32672	18.61045
0.32812	19.10048
0.32940	19.55581
0.33077	20.04963
0.33202	20.50978
0.33326	20.97949
0.33456	21.48505
0.33574	21.96059
0.33700	22.47577
0.33814	22.95287
0.33928	23.43650
0.34048	23.95889
0.34158	24.44537
0.34277	24.97526
0.34383	25.46994
0.34495	26.01147
0.34598	26.51261
0.34701	27.01461
0.34809	27.55638
0.34908	28.06109
0.35014	28.60990
0.35110	29.12430
0.35204	29.64075
0.35304	30.19837
0.35398	30.72220
0.35496	31.28085
0.35587	31.80228
0.35682	32.36633
0.35770	32.89396
0.35856	33.42362
0.35948	33.99696
0.36032	34.52773
0.36122	35.10251
0.36205	35.63870
