0.0015503875969	1.9229613605e-05	7.87747721395e-28	4.27542861005e-30
0.00170357751278	1.74130580522e-05	8.74859579324e-28	2.67214288133e-30
0.0016077170418	1.80932786055e-05	8.84479293697e-28	2.67214288133e-30
0.0020964360587	2.63702648893e-05	1.26392358284e-27	5.34428576259e-30
0.00222222222222	2.46913580247e-05	1.29759258314e-27	5.34428576259e-30
0.00163666121113	1.33932996001e-05	8.57223436308e-28	5.34428576255e-30
0.0017667844523	1.87291638053e-05	9.21354865458e-28	3.74100003382e-30
0.00156494522692	1.46943213795e-05	8.34777436105e-28	2.67214288132e-30
0.00173913043478	2.11720226843e-05	9.13872865391e-28	2.67214288133e-30
0.00212314225053	1.8030932064e-05	1.27300886863e-27	2.6721428814e-30
0.0027397260274	2.25182961156e-05	1.59794144299e-27	5.34428576263e-30
0.00113636363636	6.45661157025e-06	6.3597000574e-28	5.34428576254e-30
