0.0015503875969	1.9229613605e-05	8.36380721834e-28	4.27542861005e-30
0.00170357751278	1.74130580522e-05	9.16545008272e-28	2.67214288133e-30
0.0016077170418	1.80932786055e-05	9.21889294035e-28	2.67214288134e-30
0.0020964360587	2.63702648893e-05	1.32484844053e-27	5.3442857626e-30
0.00222222222222	2.46913580247e-05	1.35531086937e-27	5.3442857626e-30
0.00163666121113	1.33932996001e-05	9.06925293899e-28	5.34428576256e-30
0.0017667844523	1.87291638053e-05	9.70522294473e-28	3.74100003382e-30
0.00156494522692	1.46943213795e-05	8.80203865087e-28	2.67214288133e-30
0.00173913043478	2.11720226843e-05	9.52886151457e-28	2.67214288134e-30
0.00212314225053	1.8030932064e-05	1.314159869e-27	2.67214288141e-30
0.0027397260274	2.25182961156e-05	1.68719101523e-27	5.34428576265e-30
0.00113636363636	6.45661157025e-06	6.81930863297e-28	5.34428576254e-30
