numero campioni
 - Plot 0	frequenza - Plot 0	
0	6443.3	
1	6445.38	
2	6445.38	
3	6445.38	
4	6445.38	
5	6445.38	
6	6445.38	
7	6445.38	
8	6443.3	
9	6445.38	
10	6443.3	
11	6443.3	
12	6445.38	
13	6445.38	
14	6445.38	
15	6445.38	
16	6445.38	
17	6445.38	
18	6508.3	
19	6508.3	
20	6445.38	
21	6445.38	
22	6445.38	
23	6445.38	
24	6445.38	
25	6445.38	
26	6443.3	
27	6443.3	
28	6443.3	
29	6445.38	
30	6445.38	
31	6445.38	
32	6445.38	
33	6445.38	
34	6445.38	
35	6443.3	
36	6443.3	
37	6443.3	
38	6443.3	
39	6445.38	
40	6445.38	
41	6445.38	
42	6443.3	
43	6445.38	
44	6443.3	
45	6443.3	
46	6443.3	
47	6445.38	
48	6445.38	
49	6445.38	
50	6445.38	
51	6445.38	
52	6445.38	
53	6443.3	
54	6443.3	
55	6443.3	
56	6443.3	
57	6445.38	
58	6445.38	
59	6445.38	
60	6443.3	
61	6443.3	
62	6443.3	
63	6445.38	
64	6445.38	
65	6445.38	
66	6445.38	
67	6443.3	
68	6443.3	
69	6445.38	
70	6445.38	
71	6445.38	
72	6443.3	
73	6445.38	
74	6445.38	
75	6445.38	
76	6445.38	
77	6445.38	
78	6445.38	
79	6443.3	
80	6443.3	
81	6445.38	
82	6445.38	
83	6445.38	
84	6445.38	
85	6445.38	
86	6445.38	
87	6443.3	
88	6443.3	
89	6443.3	
90	6443.3	
91	6445.38	
92	6445.38	
93	6445.38	
94	6443.3	
95	6445.38	
96	6445.38	
97	6445.38	
98	6443.3	
99	6443.3	
100	6443.3	
101	6443.3	
102	6443.3	
103	6445.38	
104	6445.38	
105	6445.38	
106	6445.38	
107	6445.38	
108	6443.3	
109	6445.38	
110	6445.38	
111	6443.3	
112	6445.38	
113	6445.38	
114	6445.38	
115	6445.38	
116	6445.38	
117	6445.38	
118	6443.3	
119	6443.3	
120	6443.3	
121	6443.3	
122	6445.38	
123	6445.38	
124	6445.38	
125	6445.38	
126	6445.38	
127	6445.38	
128	6443.3	
129	6443.3	
130	6443.3	
131	6443.3	
132	6445.38	
133	6445.38	
134	6445.38	
135	6445.38	
136	6445.38	
137	6445.38	
138	6445.38	
139	6443.3	
140	6443.3	
141	6443.3	
142	6445.38	
143	6445.38	
144	6445.38	
145	6445.38	
146	6445.38	
147	6445.38	
148	6445.38	
149	6443.3	
150	6445.38	
151	6445.38	
152	6445.38	
153	6445.38	
154	6445.38	
155	6443.3	
156	6443.3	
157	6443.3	
158	6443.3	
159	6443.3	
160	6445.38	
161	6445.38	
162	6445.38	
163	6445.38	
164	6445.38	
165	6445.38	
166	6443.3	
167	6443.3	
168	6443.3	
169	6445.38	
170	6445.38	
171	6445.38	
172	6445.38	
173	6445.38	
174	6445.38	
175	6445.38	
176	6443.3	
177	6443.3	
178	6443.3	
179	6445.38	
180	6445.38	
181	6445.38	
182	6445.38	
183	6445.38	
184	6445.38	
185	6445.38	
186	6443.3	
187	6443.3	
188	6443.3	
189	6445.38	
190	6445.38	
191	6445.38	
192	6445.38	
193	6445.38	
194	6445.38	
195	6443.3	
196	6443.3	
197	6443.3	
198	6443.3	
199	6443.3	
200	6445.38	
201	6445.38	
202	6445.38	
203	6445.38	
204	6445.38	
205	6445.38	
206	6443.3	
207	6443.3	
208	6443.3	
209	6445.38	
210	6443.3	
211	6445.38	
212	6445.38	
213	6445.38	
214	6445.38	
215	6445.38	
216	6443.3	
217	6443.3	
218	6443.3	
219	6443.3	
220	6443.3	
221	6445.38	
222	6445.38	
223	6445.38	
224	6445.38	
225	6445.38	
226	6445.38	
227	6443.3	
228	6443.3	
229	6443.3	
230	6445.38	
231	6445.38	
232	6445.38	
233	6445.38	
234	6445.38	
235	6445.38	
236	6445.38	
237	6443.3	
238	6443.3	
239	6443.3	
240	6443.3	
241	6445.38	
242	6445.38	
243	6445.38	
244	6445.38	
245	6445.38	
246	6445.38	
247	6443.3	
248	6443.3	
249	6443.3	
250	6443.3	
251	6445.38	
252	6445.38	
253	6445.38	
254	6443.3	
255	6443.3	
256	6443.3	
257	6443.3	
258	6445.38	
259	6445.38	
260	6445.38	
261	6445.38	
262	6445.38	
263	6445.38	
264	6445.38	
265	6445.38	
266	6445.38	
267	6443.3	
268	6445.38	
269	6445.38	
270	6443.3	
271	6445.38	
272	6445.38	
273	6445.38	
274	6445.38	
275	6445.38	
276	6445.38	
277	6443.3	
278	6443.3	
279	6443.3	
280	6443.3	
281	6445.38	
282	6445.38	
283	6445.38	
284	6445.38	
285	6445.38	
286	6445.38	
287	6445.38	
288	6445.38	
289	6445.38	
290	6445.38	
291	6445.38	
292	6445.38	
293	6445.38	
294	6443.3	
295	6443.3	
296	6443.3	
297	6445.38	
298	6445.38	
299	6445.38	
300	6443.3	
301	6443.3	
302	6445.38	
303	6445.38	
304	6445.38	
305	6443.3	
306	6443.3	
307	6443.3	
308	6445.38	
309	6445.38	
310	6445.38	
311	6445.38	
312	6445.38	
313	6445.38	
314	6445.38	
315	6443.3	
316	6443.3	
317	6443.3	
318	6445.38	
319	6445.38	
320	6445.38	
321	6445.38	
322	6445.38	
323	6445.38	
324	6445.38	
325	6445.38	
326	6443.3	
327	6443.3	
328	6443.3	
329	6445.38	
330	6443.3	
331	6445.38	
332	6445.38	
333	6445.38	
334	6445.38	
335	6445.38	
336	6443.3	
337	6443.3	
338	6443.3	
339	6443.3	
340	6445.38	
341	6445.38	
342	6445.38	
343	6445.38	
344	6443.3	
345	6443.3	
346	6445.38	
347	6445.38	
348	6445.38	
349	6445.38	
350	6445.38	
351	6445.38	
352	6445.38	
353	6445.38	
354	6443.3	
355	6443.3	
356	6445.38	
357	6443.3	
358	6445.38	
359	6445.38	
360	6445.38	
361	6445.38	
362	6445.38	
363	6445.38	
364	6443.3	
365	6443.3	
366	6443.3	
367	6443.3	
368	6445.38	
369	6445.38	
370	6445.38	
371	6443.3	
372	6443.3	
373	6445.38	
374	6445.38	
375	6445.38	
376	6445.38	
377	6445.38	
378	6445.38	
379	6445.38	
380	6445.38	
381	6443.3	
382	6443.3	
383	6443.3	
384	6443.3	
385	6445.38	
386	6445.38	
387	6445.38	
388	6445.38	
389	6445.38	
390	6445.38	
391	6445.38	
392	6443.3	
393	6443.3	
394	6443.3	
395	6445.38	
396	6445.38	
397	6445.38	
398	6445.38	
399	6445.38	
400	6445.38	
401	6445.38	
402	6443.3	
403	6443.3	
404	6443.3	
405	6443.3	
406	6445.38	
407	6445.38	
408	6443.3	
409	6443.3	
410	6443.3	
411	6443.3	
412	6445.38	
413	6445.38	
414	6445.38	
415	6445.38	
416	6445.38	
417	6443.3	
418	6443.3	
419	6443.3	
420	6443.3	
421	6443.3	
422	6445.38	
423	6445.38	
424	6445.38	
425	6445.38	
426	6445.38	
427	6445.38	
428	6443.3	
429	6445.38	
430	6443.3	
431	6443.3	
432	6443.3	
433	6445.38	
434	6445.38	
435	6445.38	
436	6445.38	
437	6445.38	
438	6445.38	
439	6443.3	
440	6445.38	
441	6445.38	
442	6445.38	
443	6445.38	
444	6445.38	
445	6445.38	
446	6443.3	
447	6443.3	
448	6443.3	
449	6443.3	
450	6445.38	
451	6445.38	
452	6445.38	
453	6445.38	
454	6445.38	
455	6445.38	
456	6443.3	
457	6443.3	
458	6443.3	
459	6443.3	
