numero campioni
 - Plot 0	frequenza - Plot 0	
0	12886.6	
1	12886.6	
2	12878.3	
3	12878.3	
4	12878.3	
5	12878.3	
6	12878.3	
7	12878.3	
8	12878.3	
9	12878.3	
10	12878.3	
11	12878.3	
12	12878.3	
13	12878.3	
14	12878.3	
15	12878.3	
16	12878.3	
17	12878.3	
18	12886.6	
19	12886.6	
20	12878.3	
21	12878.3	
22	12878.3	
23	12878.3	
24	12886.6	
25	12878.3	
26	12886.6	
27	12878.3	
28	12878.3	
29	12878.3	
30	12878.3	
31	12878.3	
32	12886.6	
33	12878.3	
34	12878.3	
35	12878.3	
36	12886.6	
37	12886.6	
38	12878.3	
39	12886.6	
40	12886.6	
41	12878.3	
42	12878.3	
43	12878.3	
44	12878.3	
45	12878.3	
46	12878.3	
47	12878.3	
48	12886.6	
49	12886.6	
50	12886.6	
51	12878.3	
52	12886.6	
53	12878.3	
54	12886.6	
55	12878.3	
56	12878.3	
57	12878.3	
58	12878.3	
59	12878.3	
60	12878.3	
61	12886.6	
62	12878.3	
63	12878.3	
64	12878.3	
65	12878.3	
66	12878.3	
67	12878.3	
68	12878.3	
69	12878.3	
70	12878.3	
71	12878.3	
72	12878.3	
73	12886.6	
74	12886.6	
75	12886.6	
76	12886.6	
77	12886.6	
78	12886.6	
79	12886.6	
80	12878.3	
81	12878.3	
82	12878.3	
83	12878.3	
84	12878.3	
85	12878.3	
86	12878.3	
87	12878.3	
88	12886.6	
89	12886.6	
90	12878.3	
91	12878.3	
92	12878.3	
93	12878.3	
94	12878.3	
95	12878.3	
96	12878.3	
97	12878.3	
98	12886.6	
99	12886.6	
100	12886.6	
101	12878.3	
102	12878.3	
103	12878.3	
104	12886.6	
105	12886.6	
106	12886.6	
107	12878.3	
108	12878.3	
109	12878.3	
110	12878.3	
111	12878.3	
112	12878.3	
113	12878.3	
114	12878.3	
115	12878.3	
116	12878.3	
117	12878.3	
118	12878.3	
119	12878.3	
120	12878.3	
121	12878.3	
122	12878.3	
123	12886.6	
124	12886.6	
125	12886.6	
126	12886.6	
127	12878.3	
128	12878.3	
129	12886.6	
130	12878.3	
131	12886.6	
132	12878.3	
133	12878.3	
134	12878.3	
135	12886.6	
136	12878.3	
137	12886.6	
138	12886.6	
139	12878.3	
140	12878.3	
141	12878.3	
142	12878.3	
143	12886.6	
144	12886.6	
145	12886.6	
146	12886.6	
147	12878.3	
148	12878.3	
149	12886.6	
150	12886.6	
151	12878.3	
152	12878.3	
153	12878.3	
154	12878.3	
155	12878.3	
156	12878.3	
157	12886.6	
158	12878.3	
159	12878.3	
160	12878.3	
161	12878.3	
162	12878.3	
163	12878.3	
164	12878.3	
165	12878.3	
166	12878.3	
167	12886.6	
168	12878.3	
169	12878.3	
170	12878.3	
171	12886.6	
172	12878.3	
173	12878.3	
174	12886.6	
175	12886.6	
176	12886.6	
177	12878.3	
178	12886.6	
179	12886.6	
180	12886.6	
181	12886.6	
182	12886.6	
183	12886.6	
184	12878.3	
185	12886.6	
186	12878.3	
187	12878.3	
188	12886.6	
189	12886.6	
190	12878.3	
191	12878.3	
192	12878.3	
193	12878.3	
194	12886.6	
195	12878.3	
196	12878.3	
197	12886.6	
198	12886.6	
199	12878.3	
200	12878.3	
201	12886.6	
202	12886.6	
203	12878.3	
204	12878.3	
205	12878.3	
206	12878.3	
207	12886.6	
208	12886.6	
209	12878.3	
210	12878.3	
211	12886.6	
212	12878.3	
213	12878.3	
214	12878.3	
215	12878.3	
216	12878.3	
217	12878.3	
218	12886.6	
219	12878.3	
220	12886.6	
221	12886.6	
222	12878.3	
223	12878.3	
224	12886.6	
225	12886.6	
226	12886.6	
227	12886.6	
228	12878.3	
229	12878.3	
230	12878.3	
231	12886.6	
232	12886.6	
233	12878.3	
234	12886.6	
235	12878.3	
236	12878.3	
237	12878.3	
238	12878.3	
239	12878.3	
240	12878.3	
241	12886.6	
242	12878.3	
243	12886.6	
244	12886.6	
245	12886.6	
246	12886.6	
247	12886.6	
248	12886.6	
249	12878.3	
250	12878.3	
251	12886.6	
252	12878.3	
253	12878.3	
254	12878.3	
255	12878.3	
256	12878.3	
257	12878.3	
258	12878.3	
259	12886.6	
260	12878.3	
261	12878.3	
262	12878.3	
263	12878.3	
264	12878.3	
265	12886.6	
266	12878.3	
267	12878.3	
268	12878.3	
269	12878.3	
270	12878.3	
271	12878.3	
272	12878.3	
273	12878.3	
274	12878.3	
275	12878.3	
276	12886.6	
277	12886.6	
278	12878.3	
279	12878.3	
280	12878.3	
281	12878.3	
282	12878.3	
283	12886.6	
284	12886.6	
285	12886.6	
286	12878.3	
287	12878.3	
288	12878.3	
289	12878.3	
290	12878.3	
291	12878.3	
292	12878.3	
293	12878.3	
294	12878.3	
295	12878.3	
296	12886.6	
297	12878.3	
298	12878.3	
299	12878.3	
300	12878.3	
301	12886.6	
302	12886.6	
303	12878.3	
304	12878.3	
305	12878.3	
306	12886.6	
307	12886.6	
308	12878.3	
309	12878.3	
310	12878.3	
311	12886.6	
312	12886.6	
313	12878.3	
314	12878.3	
315	12886.6	
316	12878.3	
317	12878.3	
318	12878.3	
319	12878.3	
320	12878.3	
321	12878.3	
322	12886.6	
323	12886.6	
324	12878.3	
325	12878.3	
326	12878.3	
327	12878.3	
328	12878.3	
329	12878.3	
330	12878.3	
331	12878.3	
332	12878.3	
333	12886.6	
334	12878.3	
335	12878.3	
336	12878.3	
337	12878.3	
338	12886.6	
339	12878.3	
340	12878.3	
341	12878.3	
342	12878.3	
343	12878.3	
344	12878.3	
345	12878.3	
346	12878.3	
347	12878.3	
348	12878.3	
349	12878.3	
350	12878.3	
351	12878.3	
352	12886.6	
353	12878.3	
354	12878.3	
355	12878.3	
356	12878.3	
357	12886.6	
358	12886.6	
359	12886.6	
360	12878.3	
361	12878.3	
362	12878.3	
363	12878.3	
364	12878.3	
365	12886.6	
366	12878.3	
367	12878.3	
368	12878.3	
369	12878.3	
370	12878.3	
371	12878.3	
372	12878.3	
373	12878.3	
374	12886.6	
375	12886.6	
376	12878.3	
377	12886.6	
378	12878.3	
379	12878.3	
380	12878.3	
381	12886.6	
382	12878.3	
383	12886.6	
384	12878.3	
385	12878.3	
386	12886.6	
387	12878.3	
388	12878.3	
389	12886.6	
390	12886.6	
391	12878.3	
392	12878.3	
393	12878.3	
394	12878.3	
395	12886.6	
396	12878.3	
397	12886.6	
398	12878.3	
399	12878.3	
400	12878.3	
401	12878.3	
402	12878.3	
403	12886.6	
404	12886.6	
405	12878.3	
406	12878.3	
407	12878.3	
408	12878.3	
409	12886.6	
410	12878.3	
411	12878.3	
412	12878.3	
413	12878.3	
414	12878.3	
415	12878.3	
416	12886.6	
417	12878.3	
418	12886.6	
419	12886.6	
420	12886.6	
421	12886.6	
422	12878.3	
423	12886.6	
424	12878.3	
425	12878.3	
426	12878.3	
427	12878.3	
428	12878.3	
429	12886.6	
430	12878.3	
431	12878.3	
432	12878.3	
433	12878.3	
434	12886.6	
435	12878.3	
436	12878.3	
437	12878.3	
438	12878.3	
439	12886.6	
440	12878.3	
441	12878.3	
442	12878.3	
443	12886.6	
444	12878.3	
445	12886.6	
446	12878.3	
447	12878.3	
448	12886.6	
449	12878.3	
450	12878.3	
451	12886.6	
452	12886.6	
453	12886.6	
454	12886.6	
455	12878.3	
456	12878.3	
457	12878.3	
458	12878.3	
459	12878.3	
460	12886.6	
461	12886.6	
462	12878.3	
463	12878.3	
464	12878.3	
465	12886.6	
466	12878.3	
467	12886.6	
468	12886.6	
469	12886.6	
470	12886.6	
471	12878.3	
472	12878.3	
473	12878.3	
474	12886.6	
475	12878.3	
476	12878.3	
477	12878.3	
478	12886.6	
479	12878.3	
480	12878.3	
481	12886.6	
482	12878.3	
483	12878.3	
484	12878.3	
485	12878.3	
486	12878.3	
487	12878.3	
488	12886.6	
489	12878.3	
490	12886.6	
491	12878.3	
492	12878.3	
493	12886.6	
494	12878.3	
495	12878.3	
496	12878.3	
497	12878.3	
498	12878.3	
499	12886.6	
