Time - Plot 0	Amplitude - Plot 0	
0	-0.198486	
1	-0.196777	
2	-0.194336	
3	-0.19165	
4	-0.189453	
5	-0.1875	
6	-0.185059	
7	-0.183105	
8	-0.18042	
9	-0.178467	
10	-0.176514	
11	-0.173828	
12	-0.172119	
13	-0.169678	
14	-0.16748	
15	-0.165771	
16	-0.162842	
17	-0.161133	
18	-0.159424	
19	-0.156738	
20	-0.154785	
21	-0.152344	
22	-0.150146	
23	-0.148437	
24	-0.145752	
25	-0.143555	
26	-0.141602	
27	-0.139648	
28	-0.137695	
29	-0.13501	
30	-0.133301	
31	-0.131348	
32	-0.128906	
33	-0.126709	
34	-0.124756	
35	-0.122559	
36	-0.120605	
37	-0.11792	
38	-0.116211	
39	-0.114502	
40	-0.112061	
41	-0.110107	
42	-0.107666	
43	-0.105469	
44	-0.10376	
45	-0.101318	
46	-0.0993652	
47	-0.0974121	
48	-0.0952148	
49	-0.0932617	
50	-0.0908203	
51	-0.0888672	
52	-0.088623	
53	-0.090332	
54	-0.0925293	
55	-0.0944824	
56	-0.0966797	
57	-0.0993652	
58	-0.100586	
59	-0.102783	
60	-0.105225	
61	-0.107178	
62	-0.109131	
63	-0.111084	
64	-0.113037	
65	-0.115479	
66	-0.117187	
67	-0.119629	
68	-0.121582	
69	-0.124023	
70	-0.126221	
71	-0.12793	
72	-0.130371	
73	-0.133057	
74	-0.134766	
75	-0.136963	
76	-0.138916	
77	-0.141113	
78	-0.143799	
79	-0.14502	
80	-0.147705	
81	-0.149902	
82	-0.151855	
83	-0.154541	
84	-0.156006	
85	-0.158447	
86	-0.161133	
87	-0.162842	
88	-0.165039	
89	-0.167236	
90	-0.169678	
91	-0.172119	
92	-0.173828	
93	-0.17627	
94	-0.178711	
95	-0.180664	
96	-0.183105	
97	-0.18457	
98	-0.187012	
99	-0.189697	
100	-0.191162	
101	-0.193604	
102	-0.196045	
103	-0.198242	
104	-0.200684	
105	-0.202148	
106	-0.20459	
107	-0.20752	
108	-0.209229	
109	-0.211182	
110	-0.213379	
111	-0.21582	
112	-0.218018	
113	-0.219482	
114	-0.222168	
115	-0.221191	
116	-0.218994	
117	-0.217041	
118	-0.214111	
119	-0.212158	
120	-0.210205	
121	-0.207031	
122	-0.205078	
123	-0.202881	
124	-0.200439	
125	-0.198486	
126	-0.195557	
127	-0.193604	
128	-0.192139	
129	-0.189453	
130	-0.187012	
131	-0.184814	
132	-0.182861	
133	-0.180908	
134	-0.178223	
135	-0.17627	
136	-0.174072	
137	-0.171875	
138	-0.169922	
139	-0.166992	
140	-0.165283	
141	-0.16333	
142	-0.160645	
143	-0.158936	
144	-0.156494	
145	-0.154541	
146	-0.152588	
147	-0.149902	
148	-0.148193	
149	-0.146484	
150	-0.144043	
151	-0.14209	
152	-0.139648	
153	-0.137695	
154	-0.135986	
155	-0.133301	
156	-0.131104	
157	-0.128906	
158	-0.126953	
159	-0.125244	
160	-0.122314	
161	-0.12085	
162	-0.119141	
163	-0.116455	
164	-0.114258	
165	-0.112061	
166	-0.110107	
167	-0.108398	
168	-0.105713	
169	-0.10376	
170	-0.101807	
171	-0.0996094	
172	-0.0976562	
173	-0.0952148	
174	-0.0935059	
175	-0.0915527	
176	-0.0888672	
177	-0.0881348	
178	-0.0900879	
179	-0.0922852	
180	-0.0942383	
181	-0.0959473	
182	-0.0983887	
183	-0.10083	
184	-0.102539	
185	-0.10498	
186	-0.106934	
187	-0.109131	
188	-0.111816	
189	-0.113281	
190	-0.115723	
191	-0.11792	
192	-0.120117	
193	-0.122314	
194	-0.123779	
195	-0.125977	
196	-0.128662	
197	-0.130371	
198	-0.132568	
199	-0.134766	
200	-0.136963	
201	-0.139404	
202	-0.140869	
203	-0.143555	
204	-0.145996	
205	-0.147949	
206	-0.150635	
207	-0.1521	
208	-0.154785	
209	-0.156982	
210	-0.158447	
211	-0.160889	
212	-0.16333	
213	-0.165283	
214	-0.167725	
215	-0.169434	
216	-0.171631	
217	-0.174316	
218	-0.17627	
219	-0.178467	
220	-0.18042	
221	-0.182861	
222	-0.185303	
223	-0.186768	
224	-0.189209	
225	-0.19165	
226	-0.193848	
227	-0.196289	
228	-0.197754	
229	-0.200195	
230	-0.202637	
231	-0.204346	
232	-0.206787	
233	-0.209229	
234	-0.211182	
235	-0.213623	
236	-0.215088	
237	-0.217285	
238	-0.219971	
239	-0.22168	
240	-0.220703	
241	-0.218506	
242	-0.216309	
243	-0.2146	
244	-0.211914	
245	-0.209473	
246	-0.20752	
247	-0.205322	
248	-0.203369	
249	-0.200195	
250	-0.19873	
251	-0.196533	
252	-0.193848	
253	-0.191895	
254	-0.189453	
255	-0.187256	
256	-0.185547	
257	-0.182617	
258	-0.180908	
259	-0.178955	
260	-0.176514	
261	-0.174316	
262	-0.172119	
263	-0.169922	
264	-0.167969	
265	-0.165283	
266	-0.16333	
267	-0.160889	
268	-0.158936	
269	-0.156738	
270	-0.154053	
271	-0.152588	
272	-0.150635	
273	-0.147949	
274	-0.145996	
275	-0.143555	
276	-0.141846	
277	-0.139893	
278	-0.136963	
279	-0.13501	
280	-0.133301	
281	-0.131104	
282	-0.128906	
283	-0.126465	
284	-0.124512	
285	-0.122803	
286	-0.120361	
287	-0.118408	
288	-0.116211	
289	-0.114258	
290	-0.112305	
291	-0.109619	
292	-0.107666	
293	-0.105957	
294	-0.103516	
295	-0.101807	
296	-0.0991211	
297	-0.097168	
298	-0.095459	
299	-0.0927734	
300	-0.0908203	
301	-0.0891113	
302	-0.0881348	
303	-0.090332	
304	-0.0922852	
305	-0.0942383	
306	-0.0969238	
307	-0.0986328	
308	-0.101074	
309	-0.103027	
310	-0.105225	
311	-0.107422	
312	-0.109131	
313	-0.111328	
314	-0.11377	
315	-0.115723	
316	-0.11792	
317	-0.119629	
318	-0.12207	
319	-0.124268	
320	-0.125977	
321	-0.128174	
322	-0.130371	
323	-0.132812	
324	-0.13501	
325	-0.136475	
326	-0.138916	
327	-0.141602	
328	-0.143311	
329	-0.145508	
330	-0.147461	
331	-0.149902	
332	-0.152344	
333	-0.154053	
334	-0.156494	
335	-0.158936	
336	-0.160889	
337	-0.16333	
338	-0.165039	
339	-0.16748	
340	-0.170166	
341	-0.171631	
342	-0.173828	
343	-0.176025	
344	-0.178467	
345	-0.180664	
346	-0.182373	
347	-0.185059	
348	-0.187744	
349	-0.189209	
350	-0.19165	
351	-0.193604	
352	-0.196289	
353	-0.19873	
354	-0.200684	
355	-0.202881	
356	-0.205078	
357	-0.207275	
358	-0.209961	
359	-0.211182	
360	-0.213867	
361	-0.216553	
362	-0.218018	
363	-0.220459	
364	-0.222412	
365	-0.22168	
366	-0.219727	
367	-0.217041	
368	-0.2146	
369	-0.212891	
370	-0.209961	
371	-0.208008	
372	-0.205322	
373	-0.203613	
374	-0.201416	
375	-0.19873	
376	-0.196533	
377	-0.194336	
378	-0.192383	
379	-0.190186	
380	-0.187012	
381	-0.185303	
382	-0.183594	
383	-0.180908	
384	-0.178711	
385	-0.17627	
386	-0.174316	
387	-0.172363	
388	-0.169922	
389	-0.167725	
390	-0.165527	
391	-0.163574	
392	-0.161133	
393	-0.158936	
394	-0.156738	
395	-0.154785	
396	-0.152832	
397	-0.150391	
398	-0.148193	
399	-0.146484	
400	-0.144043	
401	-0.141846	
402	-0.139648	
403	-0.137939	
404	-0.135498	
405	-0.133301	
406	-0.130859	
407	-0.128906	
408	-0.127197	
409	-0.125	
410	-0.122559	
411	-0.120605	
412	-0.118652	
413	-0.116455	
414	-0.114258	
415	-0.112305	
416	-0.110107	
417	-0.108154	
418	-0.105713	
419	-0.103516	
420	-0.102051	
421	-0.0996094	
422	-0.097168	
423	-0.0952148	
424	-0.0935059	
425	-0.0915527	
426	-0.0893555	
427	-0.0883789	
428	-0.0905762	
429	-0.0930176	
430	-0.0947266	
431	-0.0969238	
432	-0.098877	
433	-0.101318	
434	-0.103027	
435	-0.10498	
436	-0.106934	
437	-0.109131	
438	-0.111084	
439	-0.113281	
440	-0.115234	
441	-0.118164	
442	-0.120117	
443	-0.12207	
444	-0.124023	
445	-0.126221	
446	-0.128662	
447	-0.130615	
448	-0.132568	
449	-0.13501	
450	-0.137451	
451	-0.13916	
452	-0.141113	
453	-0.143799	
454	-0.145996	
455	-0.147949	
456	-0.149902	
457	-0.152344	
458	-0.155029	
459	-0.156982	
460	-0.158936	
461	-0.161133	
462	-0.163574	
463	-0.165771	
464	-0.167725	
465	-0.169678	
466	-0.171875	
467	-0.174316	
468	-0.176514	
469	-0.178467	
470	-0.180908	
471	-0.183594	
472	-0.185303	
473	-0.187012	
474	-0.189453	
475	-0.191895	
476	-0.193848	
477	-0.195557	
478	-0.197998	
479	-0.200684	
480	-0.202637	
481	-0.20459	
482	-0.206787	
483	-0.209229	
484	-0.21167	
485	-0.213623	
486	-0.215576	
487	-0.217529	
488	-0.220459	
489	-0.222412	
490	-0.220947	
491	-0.218994	
492	-0.217041	
493	-0.2146	
494	-0.212158	
495	-0.209961	
496	-0.207764	
497	-0.205811	
498	-0.203125	
499	-0.200928	
