t0	21/04/2016  17:04:53.439688
delta t	1.000000E-5

time	Y
21/04/2016  17:04:53.444718	-3.859863
21/04/2016  17:04:53.444728	-3.859863
21/04/2016  17:04:53.444738	-3.859863
21/04/2016  17:04:53.444748	-3.859863
21/04/2016  17:04:53.444758	-3.859863
21/04/2016  17:04:53.444768	-3.859863
21/04/2016  17:04:53.444778	-3.859863
21/04/2016  17:04:53.444788	-3.859863
21/04/2016  17:04:53.444798	-3.859863
21/04/2016  17:04:53.444808	-3.859863
21/04/2016  17:04:53.444818	-3.859863
21/04/2016  17:04:53.444828	-3.859863
21/04/2016  17:04:53.444838	-3.859863
21/04/2016  17:04:53.444848	-3.859863
21/04/2016  17:04:53.444858	-3.859863
21/04/2016  17:04:53.444868	-3.859863
21/04/2016  17:04:53.444878	-3.857422
21/04/2016  17:04:53.444888	-3.857422
21/04/2016  17:04:53.444898	-3.857422
21/04/2016  17:04:53.444908	-3.857422
21/04/2016  17:04:53.444918	-3.857422
21/04/2016  17:04:53.444928	-3.857422
21/04/2016  17:04:53.444938	-3.857422
21/04/2016  17:04:53.444948	-3.857422
21/04/2016  17:04:53.444958	-3.857422
21/04/2016  17:04:53.444968	-3.854980
21/04/2016  17:04:53.444978	-3.854980
21/04/2016  17:04:53.444988	-3.854980
21/04/2016  17:04:53.444998	-3.854980
21/04/2016  17:04:53.445008	-3.854980
21/04/2016  17:04:53.445018	-3.852539
21/04/2016  17:04:53.445028	-3.852539
21/04/2016  17:04:53.445038	-3.852539
21/04/2016  17:04:53.445048	-3.852539
21/04/2016  17:04:53.445058	-3.852539
21/04/2016  17:04:53.445068	-3.852539
21/04/2016  17:04:53.445078	-3.852539
21/04/2016  17:04:53.445088	-3.850098
21/04/2016  17:04:53.445098	-3.850098
21/04/2016  17:04:53.445108	-3.850098
21/04/2016  17:04:53.445118	-3.850098
21/04/2016  17:04:53.445128	-3.850098
21/04/2016  17:04:53.445138	-3.850098
21/04/2016  17:04:53.445148	-3.847656
21/04/2016  17:04:53.445158	-3.847656
21/04/2016  17:04:53.445168	-3.847656
21/04/2016  17:04:53.445178	-3.847656
21/04/2016  17:04:53.445188	-3.847656
21/04/2016  17:04:53.445198	-3.847656
21/04/2016  17:04:53.445208	-3.845215
21/04/2016  17:04:53.445218	-3.845215
21/04/2016  17:04:53.445228	-3.845215
21/04/2016  17:04:53.445238	-3.842773
21/04/2016  17:04:53.445248	-3.842773
21/04/2016  17:04:53.445258	-3.842773
21/04/2016  17:04:53.445268	-3.842773
21/04/2016  17:04:53.445278	-3.840332
21/04/2016  17:04:53.445288	-3.840332
21/04/2016  17:04:53.445298	-3.840332
21/04/2016  17:04:53.445308	-3.840332
21/04/2016  17:04:53.445318	-3.837891
21/04/2016  17:04:53.445328	-3.837891
21/04/2016  17:04:53.445338	-3.837891
21/04/2016  17:04:53.445348	-3.835449
21/04/2016  17:04:53.445358	-3.835449
21/04/2016  17:04:53.445368	-3.835449
21/04/2016  17:04:53.445378	-3.835449
