#Time - Dev1/ai1	Amplitude - Dev1/ai1	
0	-3.48877	
1E-5	-3.48877	
2E-5	-3.48877	
3E-5	-3.48877	
4E-5	-3.49121	
5E-5	-3.49121	
6E-5	-3.49121	
7E-5	-3.49365	
8E-5	-3.49365	
9E-5	-3.49365	
1E-4	-3.49365	
0.00011	-3.49609	
0.00012	-3.49609	
0.00013	-3.49609	
0.00014	-3.49854	
0.00015	-3.49854	
0.00016	-3.49854	
0.00017	-3.50098	
0.00018	-3.50098	
0.00019	-3.50098	
0.0002	-3.50342	
0.00021	-3.50342	
0.00022	-3.50342	
0.00023	-3.50342	
0.00024	-3.50586	
0.00025	-3.50586	
0.00026	-3.5083	
0.00027	-3.5083	
0.00028	-3.5083	
0.00029	-3.5083	
0.0003	-3.51074	
0.00031	-3.51074	
0.00032	-3.51074	
0.00033	-3.51318	
0.00034	-3.51318	
0.00035	-3.51318	
0.00036	-3.51318	
0.00037	-3.51563	
0.00038	-3.51563	
0.00039	-3.51563	
0.0004	-3.51563	
0.00041	-3.51807	
0.00042	-3.51807	
0.00043	-3.51807	
0.00044	-3.51807	
0.00045	-3.52051	
0.00046	-3.52051	
0.00047	-3.52051	
0.00048	-3.52295	
0.00049	-3.52295	
0.0005	-3.52295	
0.00051	-3.52295	
0.00052	-3.52539	
0.00053	-3.52539	
0.00054	-3.52539	
0.00055	-3.52783	
0.00056	-3.52783	
0.00057	-3.52783	
0.00058	-3.52783	
0.00059	-3.52783	
0.0006	-3.52783	
0.00061	-3.53027	
0.00062	-3.53027	
0.00063	-3.53027	
0.00064	-3.53271	
0.00065	-3.53027	
0.00066	-3.53271	
0.00067	-3.53271	
0.00068	-3.53271	
0.00069	-3.53271	
0.0007	-3.53516	
0.00071	-3.53516	
0.00072	-3.53516	
0.00073	-3.53516	
0.00074	-3.53516	
0.00075	-3.53516	
0.00076	-3.5376	
0.00077	-3.5376	
0.00078	-3.5376	
0.00079	-3.5376	
0.0008	-3.5376	
0.00081	-3.5376	
0.00082	-3.5376	
0.00083	-3.54004	
0.00084	-3.54004	
0.00085	-3.54004	
0.00086	-3.54004	
0.00087	-3.54004	
0.00088	-3.54004	
0.00089	-3.54004	
0.0009	-3.54004	
0.00091	-3.54248	
0.00092	-3.54248	
0.00093	-3.54248	
0.00094	-3.54248	
0.00095	-3.54248	
0.00096	-3.54248	
0.00097	-3.54248	
0.00098	-3.54248	
0.00099	-3.54248	
0.001	-3.54248	
0.00101	-3.54248	
0.00102	-3.54248	
0.00103	-3.54248	
0.00104	-3.54248	
0.00105	-3.54248	
0.00106	-3.54248	
0.00107	-3.54248	
0.00108	-3.54248	
0.00109	-3.54248	
0.0011	-3.54248	
0.00111	-3.54248	
0.00112	-3.54248	
0.00113	-3.54248	
0.00114	-3.54248	
0.00115	-3.54248	
0.00116	-3.54248	
0.00117	-3.54248	
0.00118	-3.54248	
0.00119	-3.54248	
0.0012	-3.54248	
0.00121	-3.54248	
0.00122	-3.54248	
0.00123	-3.54248	
0.00124	-3.54004	
0.00125	-3.54004	
0.00126	-3.54004	
0.00127	-3.54004	
0.00128	-3.54004	
0.00129	-3.54004	
0.0013	-3.54004	
0.00131	-3.54004	
0.00132	-3.54004	
0.00133	-3.5376	
0.00134	-3.54004	
0.00135	-3.54004	
0.00136	-3.5376	
0.00137	-3.5376	
0.00138	-3.5376	
0.00139	-3.5376	
0.0014	-3.5376	
0.00141	-3.53516	
0.00142	-3.53516	
0.00143	-3.53516	
0.00144	-3.53516	
0.00145	-3.53516	
0.00146	-3.53516	
0.00147	-3.53516	
0.00148	-3.53516	
0.00149	-3.53271	
0.0015	-3.53271	
0.00151	-3.53271	
0.00152	-3.53271	
0.00153	-3.53027	
0.00154	-3.53027	
0.00155	-3.53027	
0.00156	-3.53027	
0.00157	-3.52783	
0.00158	-3.52783	
0.00159	-3.52783	
0.0016	-3.52783	
0.00161	-3.52539	
0.00162	-3.52539	
0.00163	-3.52539	
0.00164	-3.52539	
0.00165	-3.52295	
0.00166	-3.52295	
0.00167	-3.52295	
0.00168	-3.52295	
0.00169	-3.52051	
0.0017	-3.52051	
0.00171	-3.52051	
0.00172	-3.52051	
0.00173	-3.51807	
0.00174	-3.51807	
0.00175	-3.51807	
0.00176	-3.51807	
0.00177	-3.51563	
0.00178	-3.51563	
0.00179	-3.51563	
0.0018	-3.51318	
0.00181	-3.51318	
0.00182	-3.51318	
0.00183	-3.51074	
0.00184	-3.51074	
0.00185	-3.51074	
0.00186	-3.51074	
0.00187	-3.5083	
0.00188	-3.5083	
0.00189	-3.5083	
0.0019	-3.50586	
0.00191	-3.50586	
0.00192	-3.50586	
0.00193	-3.50342	
0.00194	-3.50342	
0.00195	-3.50342	
0.00196	-3.50342	
0.00197	-3.50098	
0.00198	-3.50098	
0.00199	-3.50098	
0.002	-3.49854	
0.00201	-3.49854	
0.00202	-3.49854	
0.00203	-3.49609	
0.00204	-3.49609	
0.00205	-3.49609	
0.00206	-3.49609	
0.00207	-3.49365	
0.00208	-3.49365	
0.00209	-3.49365	
0.0021	-3.49365	
0.00211	-3.49121	
0.00212	-3.49121	
0.00213	-3.49121	
0.00214	-3.48877	
0.00215	-3.48877	
0.00216	-3.48877	
0.00217	-3.48633	
0.00218	-3.48633	
0.00219	-3.48633	
0.0022	-3.48633	
0.00221	-3.48633	
0.00222	-3.48389	
0.00223	-3.48389	
0.00224	-3.48389	
0.00225	-3.48145	
0.00226	-3.48145	
0.00227	-3.48145	
0.00228	-3.48145	
0.00229	-3.479	
0.0023	-3.479	
