Time - Plot 0	Amplitude - Plot 0	
0	0.333008	
1	0.321777	
2	0.310059	
3	0.29834	
4	0.286377	
5	0.274658	
6	0.263184	
7	0.251221	
8	0.239258	
9	0.227539	
10	0.21582	
11	0.204346	
12	0.191895	
13	0.179687	
14	0.168457	
15	0.15625	
16	0.144287	
17	0.132324	
18	0.120361	
19	0.109131	
20	0.0969238	
21	0.0844727	
22	0.072998	
23	0.0610352	
24	0.048584	
25	0.0366211	
26	0.0244141	
27	0.0129395	
28	0.000488281	
29	-0.0119629	
30	-0.0236816	
31	-0.0358887	
32	-0.0473633	
33	-0.0600586	
34	-0.0725098	
35	-0.0839844	
36	-0.0964355	
37	-0.108643	
38	-0.12085	
39	-0.133301	
40	-0.14502	
41	-0.157227	
42	-0.169922	
43	-0.181396	
44	-0.193359	
45	-0.205566	
46	-0.217773	
47	-0.230225	
48	-0.241943	
49	-0.25415	
50	-0.266357	
51	-0.278809	
52	-0.290771	
53	-0.30249	
54	-0.314941	
55	-0.327148	
56	-0.338623	
57	-0.351074	
58	-0.359619	
59	-0.3479	
60	-0.336182	
61	-0.323242	
62	-0.311279	
63	-0.299805	
64	-0.287109	
65	-0.274902	
66	-0.262939	
67	-0.250977	
68	-0.239258	
69	-0.226562	
70	-0.2146	
71	-0.202393	
72	-0.19043	
73	-0.178223	
74	-0.165771	
75	-0.153809	
76	-0.14209	
77	-0.129639	
78	-0.117676	
79	-0.105469	
80	-0.09375	
81	-0.0817871	
82	-0.0690918	
83	-0.057373	
84	-0.0456543	
85	-0.0332031	
86	-0.0212402	
87	-0.00927734	
88	0.00292969	
89	0.0146484	
90	0.0270996	
91	0.0388184	
92	0.0507812	
93	0.0625	
94	0.0744629	
95	0.0871582	
96	0.0986328	
97	0.110352	
98	0.122803	
99	0.134766	
100	0.146973	
101	0.158447	
102	0.17041	
103	0.182861	
104	0.19458	
105	0.206299	
106	0.218506	
107	0.230225	
108	0.242676	
109	0.254395	
110	0.265869	
111	0.27832	
112	0.290039	
113	0.301758	
114	0.313721	
115	0.325439	
116	0.338135	
117	0.349854	
118	0.361328	
119	0.373535	
120	0.385498	
121	0.380615	
122	0.368896	
123	0.356445	
124	0.345215	
125	0.333496	
126	0.321777	
127	0.310059	
128	0.298096	
129	0.286621	
130	0.274902	
131	0.262207	
132	0.251465	
133	0.239502	
134	0.227539	
135	0.215576	
136	0.203369	
137	0.192139	
138	0.179932	
139	0.168213	
140	0.156494	
141	0.144287	
142	0.132812	
143	0.12085	
144	0.108398	
145	0.0969238	
146	0.0847168	
147	0.0725098	
148	0.0605469	
149	0.0480957	
150	0.0366211	
151	0.0246582	
152	0.0119629	
153	0.000244141	
154	-0.0119629	
155	-0.0236816	
156	-0.0358887	
157	-0.048584	
158	-0.0598145	
159	-0.0722656	
160	-0.0844727	
161	-0.0966797	
162	-0.108887	
163	-0.120605	
164	-0.133057	
165	-0.145508	
166	-0.156982	
167	-0.169434	
168	-0.181885	
169	-0.193848	
170	-0.206543	
171	-0.217773	
172	-0.230225	
173	-0.242676	
174	-0.254395	
175	-0.266602	
176	-0.278564	
177	-0.290527	
178	-0.303223	
179	-0.314941	
180	-0.326904	
181	-0.339355	
182	-0.351318	
183	-0.360107	
184	-0.347656	
185	-0.336182	
186	-0.324219	
187	-0.311768	
188	-0.299561	
189	-0.287598	
190	-0.275391	
191	-0.263916	
192	-0.250732	
193	-0.23877	
194	-0.227051	
195	-0.214844	
196	-0.202637	
197	-0.19043	
198	-0.178467	
199	-0.166504	
200	-0.154297	
201	-0.142334	
202	-0.130127	
203	-0.118408	
204	-0.106201	
205	-0.0935059	
206	-0.0820312	
207	-0.0703125	
208	-0.0578613	
209	-0.0456543	
210	-0.0334473	
211	-0.0214844	
212	-0.0100098	
213	0.00244141	
214	0.0146484	
215	0.0263672	
216	0.0385742	
217	0.0505371	
218	0.0629883	
219	0.0749512	
220	0.0866699	
221	0.0986328	
222	0.110596	
223	0.122559	
224	0.134277	
225	0.145996	
226	0.158691	
227	0.170654	
228	0.182373	
229	0.19458	
230	0.206543	
231	0.21875	
232	0.230469	
233	0.241943	
234	0.254395	
235	0.266357	
236	0.278076	
237	0.289795	
238	0.301758	
239	0.314453	
240	0.326172	
241	0.337646	
242	0.349854	
243	0.362061	
244	0.374023	
245	0.385498	
246	0.380127	
247	0.368896	
248	0.356934	
249	0.344971	
250	0.333496	
251	0.321777	
252	0.310547	
253	0.298584	
254	0.286133	
255	0.275146	
256	0.263428	
257	0.251465	
258	0.239502	
259	0.227539	
260	0.216309	
261	0.204102	
262	0.19165	
263	0.180176	
264	0.168213	
265	0.156738	
266	0.144287	
267	0.132324	
268	0.12085	
269	0.108643	
270	0.0964355	
271	0.0844727	
272	0.0722656	
273	0.060791	
274	0.048584	
275	0.0361328	
276	0.0246582	
277	0.0126953	
278	0.000488281	
279	-0.0119629	
280	-0.0241699	
281	-0.0356445	
282	-0.0480957	
283	-0.0605469	
284	-0.0725098	
285	-0.0847168	
286	-0.0964355	
287	-0.109131	
288	-0.121582	
289	-0.133057	
290	-0.145508	
291	-0.157471	
292	-0.169922	
293	-0.182129	
294	-0.193604	
295	-0.206055	
296	-0.218506	
297	-0.22998	
298	-0.242432	
299	-0.254395	
300	-0.266602	
301	-0.279053	
302	-0.290771	
303	-0.302734	
304	-0.31543	
305	-0.326904	
306	-0.339111	
307	-0.351074	
308	-0.359863	
309	-0.348633	
310	-0.335937	
311	-0.32373	
312	-0.311523	
313	-0.299561	
314	-0.287354	
315	-0.274902	
316	-0.262939	
317	-0.250977	
318	-0.238281	
319	-0.226562	
320	-0.214111	
321	-0.202393	
322	-0.190674	
323	-0.177979	
324	-0.166016	
325	-0.154297	
326	-0.14209	
327	-0.130371	
328	-0.117676	
329	-0.105957	
330	-0.0939941	
331	-0.081543	
332	-0.0695801	
333	-0.057373	
334	-0.0456543	
335	-0.0336914	
336	-0.0212402	
337	-0.00952148	
338	0.00219727	
339	0.0144043	
340	0.0263672	
341	0.0385742	
342	0.050293	
343	0.0620117	
344	0.0744629	
345	0.0864258	
346	0.0981445	
347	0.110352	
348	0.122314	
349	0.134766	
350	0.146484	
351	0.158203	
352	0.170654	
353	0.182617	
354	0.19458	
355	0.206055	
356	0.218262	
357	0.230469	
358	0.242187	
359	0.253906	
360	0.266113	
361	0.278076	
362	0.290283	
363	0.302002	
364	0.313721	
365	0.325928	
366	0.338135	
367	0.349609	
368	0.361328	
369	0.373535	
370	0.385742	
371	0.380371	
372	0.368408	
373	0.356689	
374	0.345215	
375	0.333496	
376	0.321533	
377	0.30957	
378	0.298096	
379	0.286377	
380	0.274658	
381	0.262695	
382	0.250977	
383	0.239502	
384	0.227539	
385	0.215332	
386	0.203613	
387	0.191895	
388	0.179932	
389	0.167725	
390	0.155762	
391	0.144043	
392	0.132324	
393	0.119873	
394	0.108154	
395	0.0961914	
396	0.0844727	
397	0.0722656	
398	0.0600586	
399	0.0480957	
400	0.0361328	
401	0.0239258	
402	0.0117187	
403	-0.000244141	
404	-0.0119629	
405	-0.0241699	
406	-0.0366211	
407	-0.0483398	
