Time - Plot 0	Amplitude - Plot 0	Time - Plot 1	Amplitude - Plot 1	Time - Plot 2	Amplitude - Plot 2	
0	1.22559	0	-0.991211	0	-1.29395	
1	1.21582	1	-1.03516	1	-1.34766	
2	1.19629	2	-1.07422	2	-1.37207	
3	1.17676	3	-1.1084	3	-1.38672	
4	1.15234	4	-1.1377	4	-1.38672	
5	1.11816	5	-1.16699	5	-1.37207	
6	1.08887	6	-1.18652	6	-1.34766	
7	1.0498	7	-1.19629	7	-1.29395	
8	1.00098	8	-1.20605	8	-1.25	
9	0.952148	9	-1.20605	9	-1.18164	
10	0.893555	10	-1.20117	10	-1.10352	
11	0.834961	11	-1.19629	11	-1.02539	
12	0.776367	12	-1.17676	12	-0.927734	
13	0.708008	13	-1.15723	13	-0.830078	
14	0.639648	14	-1.1377	14	-0.722656	
15	0.566406	15	-1.1084	15	-0.615234	
16	0.488281	16	-1.06934	16	-0.512695	
17	0.410156	17	-1.03027	17	-0.405273	
18	0.336914	18	-0.981445	18	-0.302734	
19	0.258789	19	-0.9375	19	-0.209961	
20	0.170898	20	-0.883789	20	-0.126953	
21	0.0927734	21	-0.830078	21	-0.0439453	
22	0.00488281	22	-0.766602	22	0.0244141	
23	-0.0732422	23	-0.703125	23	0.0878906	
24	-0.161133	24	-0.639648	24	0.131836	
25	-0.239258	25	-0.571289	25	0.161133	
26	-0.322266	26	-0.498047	26	0.180664	
27	-0.400391	27	-0.419922	27	0.185547	
28	-0.478516	28	-0.341797	28	0.175781	
29	-0.556641	29	-0.263672	29	0.151367	
30	-0.634766	30	-0.180664	30	0.117187	
31	-0.703125	31	-0.102539	31	0.0585937	
32	-0.771484	32	-0.0195312	32	0.00488281	
33	-0.839844	33	0.0634766	33	-0.0732422	
34	-0.893555	34	0.136719	34	-0.15625	
35	-0.952148	35	0.224609	35	-0.258789	
36	-1.01074	36	0.302734	36	-0.356445	
37	-1.05957	37	0.380859	37	-0.463867	
38	-1.09863	38	0.458984	38	-0.576172	
39	-1.1377	39	0.537109	39	-0.673828	
40	-1.17676	40	0.610352	40	-0.786133	
41	-1.20605	41	0.678711	41	-0.888672	
42	-1.22559	42	0.742187	42	-0.996094	
43	-1.24512	43	0.805664	43	-1.10352	
44	-1.25488	44	0.869141	44	-1.18652	
45	-1.26465	45	0.927734	45	-1.25977	
46	-1.26465	46	0.976562	46	-1.33789	
47	-1.26465	47	1.02539	47	-1.37695	
48	-1.25488	48	1.06934	48	-1.43066	
49	-1.23535	49	1.1084	49	-1.4502	
50	-1.21582	50	1.14258	50	-1.47461	
51	-1.19141	51	1.17188	51	-1.47461	
52	-1.15723	52	1.19629	52	-1.45508	
53	-1.12793	53	1.21582	53	-1.42578	
54	-1.08887	54	1.23047	54	-1.38672	
55	-1.04004	55	1.23535	55	-1.32813	
56	-0.991211	56	1.24023	56	-1.25977	
57	-0.932617	57	1.23535	57	-1.18164	
58	-0.874023	58	1.23047	58	-1.08887	
59	-0.81543	59	1.21094	59	-1.00098	
60	-0.742187	60	1.19141	60	-0.893555	
61	-0.678711	61	1.16699	61	-0.786133	
62	-0.600586	62	1.1377	62	-0.673828	
63	-0.527344	63	1.10352	63	-0.566406	
64	-0.454102	64	1.06445	64	-0.463867	
65	-0.371094	65	1.01563	65	-0.356445	
66	-0.292969	66	0.966797	66	-0.253906	
67	-0.205078	67	0.922852	67	-0.161133	
68	-0.126953	68	0.859375	68	-0.0732422	
69	-0.0390625	69	0.795898	69	0	
70	0.0390625	70	0.732422	70	0.0683594	
71	0.12207	71	0.664062	71	0.117187	
72	0.200195	72	0.605469	72	0.15625	
73	0.288086	73	0.527344	73	0.175781	
74	0.366211	74	0.449219	74	0.19043	
75	0.444336	75	0.371094	75	0.180664	
76	0.522461	76	0.292969	76	0.161133	
77	0.600586	77	0.209961	77	0.141602	
78	0.668945	78	0.131836	78	0.0830078	
79	0.737305	79	0.0488281	79	0.0244141	
80	0.800781	80	-0.0341797	80	-0.0439453	
81	0.859375	81	-0.107422	81	-0.131836	
82	0.913086	82	-0.195312	82	-0.214844	
83	0.97168	83	-0.27832	83	-0.3125	
84	1.02051	84	-0.351562	84	-0.415039	
85	1.05957	85	-0.424805	85	-0.512695	
86	1.09863	86	-0.50293	86	-0.620117	
87	1.1377	87	-0.581055	87	-0.717773	
88	1.16699	88	-0.644531	88	-0.830078	
89	1.18652	89	-0.712891	89	-0.922852	
90	1.21094	90	-0.771484	90	-1.02051	
91	1.21582	91	-0.839844	91	-1.10352	
92	1.22559	92	-0.893555	92	-1.18164	
93	1.22559	93	-0.942383	93	-1.25	
94	1.22559	94	-0.991211	94	-1.29395	
95	1.21582	95	-1.04004	95	-1.35254	
96	1.19629	96	-1.0791	96	-1.36719	
97	1.17676	97	-1.1084	97	-1.38184	
98	1.15234	98	-1.1377	98	-1.38184	
99	1.11816	99	-1.16699	99	-1.3623	
100	1.08887	100	-1.18164	100	-1.34277	
101	1.0498	101	-1.19629	101	-1.30371	
102	1.00098	102	-1.20117	102	-1.25	
103	0.952148	103	-1.20117	103	-1.18164	
104	0.893555	104	-1.20117	104	-1.09863	
105	0.834961	105	-1.19141	105	-1.02051	
106	0.776367	106	-1.17676	106	-0.922852	
107	0.708008	107	-1.15234	107	-0.825195	
108	0.639648	108	-1.1377	108	-0.722656	
109	0.566406	109	-1.10352	109	-0.615234	
110	0.488281	110	-1.06934	110	-0.507812	
111	0.410156	111	-1.03027	111	-0.405273	
112	0.336914	112	-0.981445	112	-0.3125	
113	0.258789	113	-0.932617	113	-0.205078	
114	0.166016	114	-0.888672	114	-0.117187	
115	0.0878906	115	-0.830078	115	-0.0439453	
116	0.00488281	116	-0.766602	116	0.0244141	
117	-0.0732422	117	-0.693359	117	0.0927734	
118	-0.161133	118	-0.634766	118	0.126953	
119	-0.239258	119	-0.571289	119	0.166016	
120	-0.322266	120	-0.493164	120	0.185547	
121	-0.400391	121	-0.415039	121	0.195312	
122	-0.478516	122	-0.341797	122	0.170898	
123	-0.556641	123	-0.263672	123	0.146484	
124	-0.634766	124	-0.180664	124	0.112305	
125	-0.703125	125	-0.0976562	125	0.0585937	
126	-0.771484	126	-0.0146484	126	0	
127	-0.839844	127	0.0634766	127	-0.0732422	
128	-0.898437	128	0.141602	128	-0.166016	
129	-0.952148	129	0.229492	129	-0.258789	
130	-1.01074	130	0.302734	130	-0.361328	
131	-1.05957	131	0.380859	131	-0.463867	
132	-1.09863	132	0.458984	132	-0.571289	
133	-1.1377	133	0.532227	133	-0.673828	
134	-1.17676	134	0.610352	134	-0.78125	
135	-1.20605	135	0.678711	135	-0.888672	
136	-1.22559	136	0.74707	136	-0.991211	
137	-1.24512	137	0.805664	137	-1.10352	
138	-1.25488	138	0.869141	138	-1.18652	
139	-1.26465	139	0.927734	139	-1.25977	
140	-1.26465	140	0.976562	140	-1.33301	
141	-1.26465	141	1.02051	141	-1.37207	
142	-1.25488	142	1.06934	142	-1.43066	
143	-1.23535	143	1.1084	143	-1.4502	
144	-1.21582	144	1.1377	144	-1.46973	
145	-1.18652	145	1.16699	145	-1.46973	
146	-1.15723	146	1.20117	146	-1.45996	
147	-1.12305	147	1.21582	147	-1.4209	
148	-1.08398	148	1.23047	148	-1.37695	
149	-1.03516	149	1.24023	149	-1.33789	
150	-0.991211	150	1.23535	150	-1.25488	
151	-0.932617	151	1.24023	151	-1.17676	
152	-0.874023	152	1.22559	152	-1.09375	
153	-0.81543	153	1.21094	153	-1.00098	
154	-0.74707	154	1.19141	154	-0.893555	
155	-0.678711	155	1.16699	155	-0.786133	
156	-0.600586	156	1.1377	156	-0.668945	
157	-0.527344	157	1.09863	157	-0.566406	
158	-0.454102	158	1.06445	158	-0.458984	
159	-0.371094	159	1.01563	159	-0.351562	
160	-0.292969	160	0.966797	160	-0.249023	
161	-0.205078	161	0.917969	161	-0.15625	
162	-0.126953	162	0.859375	162	-0.0683594	
163	-0.0390625	163	0.795898	163	0.00976562	
164	0.0390625	164	0.727539	164	0.0732422	
165	0.126953	165	0.664062	165	0.117187	
166	0.205078	166	0.600586	166	0.151367	
167	0.288086	167	0.527344	167	0.180664	
168	0.366211	168	0.449219	168	0.19043	
169	0.444336	169	0.371094	169	0.185547	
170	0.522461	170	0.292969	170	0.161133	
171	0.600586	171	0.214844	171	0.131836	
172	0.668945	172	0.131836	172	0.0878906	
173	0.737305	173	0.0488281	173	0.0244141	
174	0.805664	174	-0.0292969	174	-0.0439453	
175	0.859375	175	-0.112305	175	-0.126953	
176	0.917969	176	-0.195312	176	-0.209961	
177	0.97168	177	-0.273437	177	-0.307617	
178	1.02051	178	-0.34668	178	-0.410156	
179	1.05957	179	-0.424805	179	-0.512695	
180	1.09863	180	-0.50293	180	-0.615234	
181	1.1377	181	-0.576172	181	-0.722656	
182	1.16699	182	-0.644531	182	-0.825195	
183	1.18652	183	-0.712891	183	-0.932617	
184	1.21094	184	-0.776367	184	-1.02051	
185	1.21582	185	-0.834961	185	-1.1084	
186	1.22559	186	-0.898437	186	-1.18164	
187	1.22559	187	-0.942383	187	-1.24512	
188	1.22559	188	-0.991211	188	-1.29883	
189	1.21582	189	-1.04004	189	-1.34766	
190	1.19629	190	-1.0791	190	-1.37207	
191	1.17676	191	-1.1084	191	-1.38672	
192	1.14746	192	-1.13281	192	-1.37695	
193	1.11816	193	-1.16699	193	-1.3623	
194	1.08398	194	-1.18164	194	-1.34277	
195	1.04492	195	-1.19629	195	-1.29395	
196	1.00098	196	-1.20117	196	-1.25	
197	0.952148	197	-1.20117	197	-1.18164	
198	0.893555	198	-1.20605	198	-1.10352	
199	0.834961	199	-1.19629	199	-1.02051	
200	0.776367	200	-1.17676	200	-0.917969	
201	0.708008	201	-1.15723	201	-0.834961	
202	0.639648	202	-1.1377	202	-0.717773	
203	0.561523	203	-1.10352	203	-0.610352	
204	0.488281	204	-1.06934	204	-0.512695	
205	0.410156	205	-1.03027	205	-0.405273	
206	0.332031	206	-0.981445	206	-0.307617	
207	0.258789	207	-0.932617	207	-0.209961	
208	0.166016	208	-0.888672	208	-0.117187	
209	0.0878906	209	-0.830078	209	-0.0390625	
210	0.00488281	210	-0.761719	210	0.0292969	
211	-0.078125	211	-0.698242	211	0.0927734	
212	-0.161133	212	-0.629883	212	0.136719	
213	-0.244141	213	-0.566406	213	0.166016	
214	-0.327148	214	-0.493164	214	0.185547	
215	-0.405273	215	-0.415039	215	0.19043	
216	-0.478516	216	-0.336914	216	0.180664	
217	-0.556641	217	-0.263672	217	0.15625	
218	-0.634766	218	-0.175781	218	0.112305	
219	-0.703125	219	-0.102539	219	0.0683594	
220	-0.771484	220	-0.0146484	220	0	
221	-0.839844	221	0.0634766	221	-0.078125	
222	-0.898437	222	0.146484	222	-0.161133	
223	-0.957031	223	0.229492	223	-0.258789	
224	-1.01074	224	0.307617	224	-0.34668	
225	-1.05957	225	0.380859	225	-0.46875	
226	-1.09863	226	0.458984	226	-0.576172	
227	-1.1377	227	0.537109	227	-0.673828	
228	-1.17676	228	0.615234	228	-0.786133	
229	-1.20605	229	0.678711	229	-0.898437	
230	-1.22559	230	0.74707	230	-0.996094	
231	-1.24512	231	0.810547	231	-1.09863	
232	-1.25488	232	0.869141	232	-1.18652	
233	-1.26465	233	0.927734	233	-1.25977	
234	-1.26465	234	0.976562	234	-1.32813	
235	-1.26465	235	1.02539	235	-1.37695	
236	-1.25488	236	1.07422	236	-1.43066	
237	-1.23535	237	1.11328	237	-1.4502	
238	-1.21582	238	1.14258	238	-1.46484	
239	-1.18652	239	1.17188	239	-1.46973	
240	-1.15723	240	1.19629	240	-1.4502	
241	-1.12305	241	1.2207	241	-1.43066	
242	-1.08398	242	1.23047	242	-1.38184	
243	-1.03027	243	1.24023	243	-1.33789	
244	-0.986328	244	1.23535	244	-1.25488	
245	-0.932617	245	1.24023	245	-1.18652	
246	-0.874023	246	1.23047	246	-1.08887	
247	-0.81543	247	1.20605	247	-0.996094	
248	-0.742187	248	1.18652	248	-0.888672	
249	-0.678711	249	1.17188	249	-0.786133	
250	-0.595703	250	1.13281	250	-0.668945	
251	-0.522461	251	1.10352	251	-0.566406	
252	-0.449219	252	1.06445	252	-0.454102	
253	-0.366211	253	1.01563	253	-0.356445	
254	-0.288086	254	0.966797	254	-0.239258	
255	-0.205078	255	0.917969	255	-0.161133	
256	-0.126953	256	0.859375	256	-0.0683594	
257	-0.0390625	257	0.795898	257	0.00488281	
258	0.0390625	258	0.727539	258	0.0683594	
259	0.126953	259	0.65918	259	0.112305	
260	0.205078	260	0.600586	260	0.151367	
261	0.292969	261	0.522461	261	0.185547	
262	0.371094	262	0.444336	262	0.19043	
263	0.444336	263	0.371094	263	0.185547	
264	0.522461	264	0.292969	264	0.166016	
265	0.600586	265	0.209961	265	0.136719	
266	0.668945	266	0.131836	266	0.078125	
267	0.737305	267	0.0439453	267	0.0244141	
268	0.805664	268	-0.0341797	268	-0.0390625	
269	0.864258	269	-0.117187	269	-0.12207	
270	0.922852	270	-0.195312	270	-0.214844	
271	0.97168	271	-0.27832	271	-0.3125	
272	1.02051	272	-0.34668	272	-0.415039	
273	1.06445	273	-0.424805	273	-0.517578	
274	1.09863	274	-0.50293	274	-0.625	
275	1.1377	275	-0.581055	275	-0.727539	
276	1.16699	276	-0.644531	276	-0.830078	
277	1.18652	277	-0.712891	277	-0.927734	
278	1.20605	278	-0.776367	278	-1.02051	
279	1.21582	279	-0.834961	279	-1.1084	
280	1.22559	280	-0.898437	280	-1.18164	
281	1.22559	281	-0.947266	281	-1.24512	
282	1.22559	282	-0.991211	282	-1.29883	
283	1.21582	283	-1.04004	283	-1.34277	
284	1.19629	284	-1.0791	284	-1.36719	
285	1.17676	285	-1.1084	285	-1.38672	
286	1.14746	286	-1.1377	286	-1.38672	
287	1.11816	287	-1.16699	287	-1.37207	
288	1.0791	288	-1.18652	288	-1.34277	
289	1.04492	289	-1.19629	289	-1.29395	
290	0.996094	290	-1.20605	290	-1.24512	
291	0.947266	291	-1.20605	291	-1.17676	
292	0.893555	292	-1.20605	292	-1.09863	
293	0.834961	293	-1.19629	293	-1.02539	
294	0.776367	294	-1.17676	294	-0.917969	
295	0.708008	295	-1.15723	295	-0.830078	
296	0.639648	296	-1.1377	296	-0.717773	
