Time - Plot 0	Amplitude - Plot 0	Time - Plot 1	Amplitude - Plot 1	Time - Plot 2	Amplitude - Plot 2	
297	0.561523	297	-1.09863	297	-0.615234	
298	0.483398	298	-1.06445	298	-0.50293	
299	0.410156	299	-1.03027	299	-0.400391	
300	0.332031	300	-0.981445	300	-0.297852	
301	0.253906	301	-0.932617	301	-0.209961	
302	0.166016	302	-0.883789	302	-0.12207	
303	0.0878906	303	-0.830078	303	-0.0390625	
304	0	304	-0.761719	304	0.0244141	
305	-0.078125	305	-0.698242	305	0.0830078	
306	-0.166016	306	-0.629883	306	0.131836	
307	-0.244141	307	-0.561523	307	0.175781	
308	-0.327148	308	-0.488281	308	0.175781	
309	-0.405273	309	-0.415039	309	0.19043	
310	-0.483398	310	-0.336914	310	0.175781	
311	-0.556641	311	-0.263672	311	0.151367	
312	-0.634766	312	-0.175781	312	0.112305	
313	-0.703125	313	-0.0976562	313	0.0585937	
314	-0.771484	314	-0.0146484	314	0	
315	-0.839844	315	0.0634766	315	-0.078125	
316	-0.898437	316	0.146484	316	-0.161133	
317	-0.957031	317	0.224609	317	-0.263672	
318	-1.01074	318	0.307617	318	-0.356445	
319	-1.05957	319	0.385742	319	-0.463867	
320	-1.09863	320	0.458984	320	-0.576172	
321	-1.1377	321	0.537109	321	-0.678711	
322	-1.17676	322	0.610352	322	-0.786133	
323	-1.20605	323	0.673828	323	-0.888672	
324	-1.22559	324	0.74707	324	-0.996094	
325	-1.24512	325	0.81543	325	-1.09375	
326	-1.25488	326	0.869141	326	-1.18164	
327	-1.26465	327	0.927734	327	-1.26953	
328	-1.26465	328	0.981445	328	-1.32813	
329	-1.26465	329	1.02539	329	-1.38184	
330	-1.25488	330	1.06934	330	-1.43555	
331	-1.23535	331	1.1084	331	-1.45508	
332	-1.21582	332	1.1377	332	-1.46973	
333	-1.18652	333	1.16699	333	-1.46973	
334	-1.15723	334	1.19629	334	-1.45508	
335	-1.12305	335	1.21582	335	-1.4209	
336	-1.0791	336	1.22559	336	-1.38184	
337	-1.03027	337	1.23535	337	-1.32324	
338	-0.986328	338	1.23535	338	-1.25977	
339	-0.932617	339	1.23535	339	-1.17188	
340	-0.869141	340	1.22559	340	-1.09375	
341	-0.81543	341	1.20605	341	-0.996094	
342	-0.74707	342	1.18652	342	-0.883789	
343	-0.673828	343	1.16699	343	-0.78125	
344	-0.595703	344	1.13281	344	-0.673828	
345	-0.522461	345	1.10352	345	-0.561523	
346	-0.454102	346	1.05957	346	-0.449219	
347	-0.366211	347	1.01563	347	-0.34668	
348	-0.288086	348	0.961914	348	-0.249023	
349	-0.205078	349	0.917969	349	-0.161133	
350	-0.126953	350	0.864258	350	-0.0683594	
351	-0.0390625	351	0.791016	351	0	
352	0.0390625	352	0.727539	352	0.0732422	
353	0.126953	353	0.65918	353	0.12207	
354	0.205078	354	0.595703	354	0.15625	
355	0.292969	355	0.517578	355	0.180664	
356	0.371094	356	0.444336	356	0.185547	
357	0.444336	357	0.366211	357	0.185547	
358	0.527344	358	0.292969	358	0.15625	
359	0.600586	359	0.205078	359	0.126953	
360	0.668945	360	0.131836	360	0.078125	
361	0.737305	361	0.0439453	361	0.0292969	
362	0.805664	362	-0.0341797	362	-0.0488281	
363	0.864258	363	-0.117187	363	-0.131836	
364	0.922852	364	-0.195312	364	-0.214844	
365	0.97168	365	-0.27832	365	-0.307617	
366	1.02051	366	-0.351562	366	-0.415039	
367	1.06445	367	-0.429687	367	-0.512695	
368	1.09863	368	-0.50293	368	-0.620117	
369	1.1377	369	-0.581055	369	-0.727539	
370	1.16699	370	-0.644531	370	-0.830078	
371	1.18652	371	-0.712891	371	-0.922852	
372	1.20605	372	-0.78125	372	-1.02539	
373	1.21582	373	-0.839844	373	-1.11816	
374	1.22559	374	-0.898437	374	-1.18164	
