Time - Plot 0	Amplitude - Plot 0	
344	-0.437012	
345	-0.449219	
346	-0.458984	
347	-0.473633	
348	-0.483398	
349	-0.498047	
350	-0.510254	
351	-0.522461	
352	-0.532227	
353	-0.546875	
354	-0.559082	
355	-0.571289	
356	-0.583496	
357	-0.593262	
358	-0.605469	
359	-0.617676	
360	-0.632324	
361	-0.620117	
362	-0.60791	
363	-0.598145	
364	-0.583496	
365	-0.571289	
366	-0.561523	
367	-0.546875	
368	-0.534668	
369	-0.522461	
370	-0.510254	
371	-0.500488	
372	-0.48584	
373	-0.473633	
374	-0.461426	
375	-0.45166	
376	-0.439453	
377	-0.424805	
378	-0.415039	
379	-0.402832	
380	-0.390625	
381	-0.375977	
382	-0.36377	
383	-0.351562	
384	-0.341797	
385	-0.32959	
386	-0.317383	
387	-0.305176	
388	-0.292969	
389	-0.280762	
390	-0.268555	
391	-0.256348	
392	-0.246582	
393	-0.231934	
394	-0.219727	
395	-0.20752	
396	-0.195312	
397	-0.183105	
398	-0.170898	
399	-0.158691	
400	-0.148926	
401	-0.136719	
402	-0.124512	
403	-0.112305	
404	-0.100098	
405	-0.0878906	
406	-0.0756836	
407	-0.0634766	
408	-0.0512695	
409	-0.0390625	
410	-0.0268555	
411	-0.0146484	
412	-0.00244141	
413	0.00732422	
414	0.0219727	
415	0.0341797	
416	0.0463867	
417	0.0585937	
418	0.0683594	
419	0.0805664	
420	0.0952148	
421	0.10498	
422	0.117187	
423	0.117187	
424	0.10498	
425	0.0927734	
426	0.0805664	
427	0.0708008	
428	0.0585937	
429	0.0463867	
430	0.0341797	
431	0.0219727	
432	0.012207	
433	-0.00244141	
434	-0.0146484	
435	-0.0244141	
436	-0.0366211	
437	-0.0488281	
438	-0.0610352	
439	-0.0732422	
440	-0.0854492	
441	-0.0976562	
442	-0.109863	
443	-0.12207	
444	-0.134277	
445	-0.144043	
446	-0.15625	
447	-0.168457	
448	-0.180664	
449	-0.192871	
450	-0.205078	
451	-0.217285	
452	-0.229492	
453	-0.241699	
454	-0.253906	
455	-0.266113	
456	-0.27832	
457	-0.290527	
458	-0.302734	
459	-0.314941	
460	-0.327148	
461	-0.336914	
462	-0.351562	
463	-0.36377	
464	-0.375977	
465	-0.388184	
466	-0.400391	
467	-0.412598	
468	-0.424805	
469	-0.437012	
470	-0.449219	
471	-0.461426	
472	-0.473633	
473	-0.48584	
474	-0.495605	
475	-0.510254	
476	-0.522461	
477	-0.532227	
478	-0.546875	
479	-0.559082	
480	-0.571289	
481	-0.583496	
482	-0.593262	
483	-0.605469	
484	-0.617676	
485	-0.632324	
486	-0.620117	
487	-0.60791	
488	-0.595703	
489	-0.583496	
490	-0.57373	
491	-0.559082	
492	-0.546875	
493	-0.534668	
494	-0.522461	
495	-0.510254	
496	-0.498047	
497	-0.48584	
498	-0.473633	
499	-0.461426	
