Time - Plot 0	Amplitude - Plot 0	
0	-0.429687	
1	-0.41748	
2	-0.405273	
3	-0.393066	
4	-0.380859	
5	-0.368652	
6	-0.356445	
7	-0.344238	
8	-0.332031	
9	-0.319824	
10	-0.305176	
11	-0.29541	
12	-0.300293	
13	-0.3125	
14	-0.324707	
15	-0.336914	
16	-0.349121	
17	-0.36377	
18	-0.375977	
19	-0.388184	
20	-0.400391	
21	-0.412598	
22	-0.424805	
23	-0.437012	
24	-0.449219	
25	-0.461426	
26	-0.473633	
27	-0.48584	
28	-0.498047	
29	-0.510254	
30	-0.522461	
31	-0.537109	
32	-0.546875	
33	-0.561523	
34	-0.57373	
35	-0.585937	
36	-0.598145	
37	-0.610352	
38	-0.622559	
39	-0.634766	
40	-0.646973	
41	-0.65918	
42	-0.671387	
43	-0.683594	
44	-0.695801	
45	-0.708008	
46	-0.720215	
47	-0.734863	
48	-0.744629	
49	-0.756836	
50	-0.769043	
51	-0.78125	
52	-0.793457	
53	-0.805664	
54	-0.820312	
55	-0.83252	
56	-0.842285	
57	-0.856934	
58	-0.869141	
59	-0.881348	
60	-0.893555	
61	-0.905762	
62	-0.917969	
63	-0.930176	
64	-0.942383	
65	-0.952148	
66	-0.966797	
67	-0.979004	
68	-0.991211	
69	-1.00098	
70	-1.01563	
71	-1.02783	
72	-1.04004	
73	-1.05225	
74	-1.06201	
75	-1.04736	
76	-1.03516	
77	-1.02295	
78	-1.01074	
79	-0.998535	
80	-0.986328	
81	-0.974121	
82	-0.959473	
83	-0.947266	
84	-0.935059	
85	-0.925293	
86	-0.913086	
87	-0.900879	
88	-0.88623	
89	-0.874023	
90	-0.861816	
91	-0.849609	
92	-0.837402	
93	-0.825195	
94	-0.812988	
95	-0.800781	
96	-0.788574	
97	-0.773926	
98	-0.76416	
99	-0.749512	
100	-0.739746	
101	-0.725098	
102	-0.712891	
103	-0.700684	
104	-0.688477	
105	-0.67627	
106	-0.664062	
107	-0.651855	
108	-0.639648	
109	-0.627441	
110	-0.615234	
111	-0.603027	
112	-0.59082	
113	-0.578613	
114	-0.566406	
115	-0.554199	
116	-0.541992	
117	-0.527344	
118	-0.515137	
119	-0.50293	
120	-0.490723	
121	-0.478516	
122	-0.466309	
123	-0.454102	
124	-0.441895	
125	-0.429687	
126	-0.41748	
127	-0.405273	
128	-0.393066	
129	-0.380859	
130	-0.368652	
131	-0.356445	
132	-0.344238	
133	-0.332031	
134	-0.319824	
135	-0.307617	
136	-0.29541	
137	-0.300293	
138	-0.3125	
139	-0.324707	
140	-0.336914	
141	-0.349121	
142	-0.361328	
143	-0.375977	
144	-0.388184	
145	-0.400391	
146	-0.412598	
147	-0.424805	
148	-0.437012	
149	-0.449219	
150	-0.461426	
151	-0.473633	
152	-0.488281	
153	-0.498047	
154	-0.510254	
155	-0.522461	
156	-0.537109	
157	-0.549316	
158	-0.561523	
159	-0.57373	
160	-0.585937	
161	-0.598145	
162	-0.610352	
163	-0.622559	
164	-0.634766	
165	-0.646973	
166	-0.65918	
167	-0.671387	
168	-0.683594	
169	-0.698242	
170	-0.708008	
171	-0.720215	
172	-0.732422	
173	-0.744629	
174	-0.756836	
175	-0.769043	
176	-0.78125	
177	-0.793457	
178	-0.805664	
179	-0.820312	
180	-0.830078	
181	-0.844727	
182	-0.856934	
183	-0.869141	
184	-0.881348	
185	-0.893555	
186	-0.905762	
187	-0.917969	
188	-0.927734	
189	-0.939941	
190	-0.952148	
191	-0.964355	
192	-0.976562	
193	-0.991211	
194	-1.00098	
195	-1.01563	
196	-1.02783	
197	-1.04004	
198	-1.05225	
199	-1.06201	
200	-1.04736	
201	-1.03516	
202	-1.02295	
203	-1.01074	
204	-0.998535	
205	-0.986328	
206	-0.97168	
207	-0.959473	
208	-0.947266	
209	-0.935059	
210	-0.922852	
211	-0.910645	
212	-0.898437	
213	-0.88623	
214	-0.874023	
215	-0.861816	
216	-0.849609	
217	-0.837402	
218	-0.822754	
219	-0.812988	
220	-0.79834	
221	-0.786133	
222	-0.773926	
223	-0.761719	
224	-0.749512	
225	-0.737305	
226	-0.725098	
227	-0.712891	
228	-0.700684	
229	-0.688477	
230	-0.67627	
231	-0.661621	
232	-0.649414	
233	-0.639648	
234	-0.627441	
235	-0.612793	
236	-0.603027	
237	-0.59082	
238	-0.578613	
239	-0.563965	
240	-0.551758	
241	-0.541992	
242	-0.527344	
243	-0.515137	
244	-0.50293	
245	-0.490723	
246	-0.478516	
247	-0.466309	
248	-0.454102	
249	-0.441895	
250	-0.429687	
251	-0.41748	
252	-0.405273	
253	-0.393066	
254	-0.380859	
255	-0.366211	
256	-0.354004	
257	-0.344238	
258	-0.32959	
259	-0.317383	
260	-0.305176	
261	-0.29541	
262	-0.300293	
263	-0.3125	
264	-0.324707	
265	-0.336914	
266	-0.349121	
267	-0.361328	
268	-0.373535	
269	-0.385742	
270	-0.400391	
271	-0.412598	
272	-0.424805	
273	-0.437012	
274	-0.449219	
275	-0.461426	
276	-0.473633	
277	-0.48584	
278	-0.498047	
279	-0.510254	
280	-0.522461	
281	-0.534668	
282	-0.549316	
283	-0.559082	
284	-0.57373	
285	-0.585937	
286	-0.598145	
287	-0.610352	
288	-0.622559	
289	-0.634766	
290	-0.646973	
291	-0.65918	
292	-0.671387	
293	-0.683594	
294	-0.695801	
295	-0.708008	
296	-0.720215	
297	-0.732422	
298	-0.744629	
299	-0.756836	
300	-0.769043	
301	-0.78125	
302	-0.793457	
303	-0.805664	
304	-0.820312	
305	-0.830078	
306	-0.842285	
307	-0.854492	
308	-0.869141	
309	-0.881348	
310	-0.893555	
311	-0.905762	
312	-0.917969	
313	-0.927734	
314	-0.939941	
315	-0.952148	
316	-0.964355	
317	-0.976562	
318	-0.991211	
319	-1.00098	
320	-1.01563	
321	-1.02783	
322	-1.04004	
323	-1.05225	
324	-1.05957	
325	-1.04736	
326	-1.03516	
327	-1.02295	
328	-1.01074	
329	-0.996094	
330	-0.983887	
331	-0.97168	
332	-0.959473	
333	-0.947266	
334	-0.935059	
335	-0.922852	
336	-0.910645	
337	-0.898437	
338	-0.88623	
339	-0.874023	
340	-0.861816	
341	-0.849609	
342	-0.837402	
343	-0.825195	
344	-0.812988	
345	-0.79834	
346	-0.786133	
347	-0.773926	
348	-0.761719	
349	-0.749512	
350	-0.737305	
351	-0.727539	
352	-0.712891	
353	-0.700684	
354	-0.688477	
355	-0.67627	
356	-0.664062	
357	-0.651855	
358	-0.639648	
359	-0.627441	
360	-0.615234	
361	-0.603027	
362	-0.59082	
363	-0.578613	
364	-0.563965	
365	-0.551758	
366	-0.539551	
367	-0.527344	
368	-0.515137	
369	-0.50293	
370	-0.490723	
371	-0.478516	
372	-0.466309	
373	-0.454102	
374	-0.441895	
375	-0.429687	
376	-0.41748	
377	-0.405273	
378	-0.393066	
379	-0.380859	
380	-0.368652	
381	-0.356445	
382	-0.344238	
383	-0.32959	
384	-0.319824	
385	-0.307617	
386	-0.29541	
387	-0.300293	
388	-0.3125	
389	-0.324707	
390	-0.336914	
391	-0.349121	
392	-0.361328	
393	-0.373535	
394	-0.388184	
395	-0.400391	
396	-0.412598	
397	-0.424805	
398	-0.437012	
399	-0.449219	
400	-0.461426	
401	-0.473633	
402	-0.48584	
403	-0.498047	
404	-0.510254	
405	-0.522461	
406	-0.534668	
407	-0.549316	
408	-0.559082	
409	-0.571289	
410	-0.585937	
411	-0.598145	
412	-0.610352	
413	-0.622559	
414	-0.634766	
415	-0.646973	
416	-0.65918	
417	-0.671387	
418	-0.683594	
419	-0.695801	
420	-0.708008	
421	-0.720215	
422	-0.732422	
423	-0.74707	
424	-0.756836	
425	-0.769043	
426	-0.78125	
427	-0.793457	
428	-0.808105	
429	-0.820312	
430	-0.830078	
431	-0.842285	
432	-0.856934	
433	-0.869141	
434	-0.881348	
435	-0.893555	
436	-0.905762	
437	-0.917969	
438	-0.927734	
439	-0.939941	
440	-0.952148	
441	-0.966797	
442	-0.976562	
443	-0.991211	
444	-1.00342	
445	-1.01563	
446	-1.02783	
447	-1.04004	
448	-1.05225	
449	-1.06201	
450	-1.04736	
451	-1.03516	
452	-1.02295	
453	-1.01074	
454	-0.998535	
455	-0.983887	
456	-0.97168	
457	-0.959473	
458	-0.947266	
459	-0.935059	
460	-0.922852	
461	-0.913086	
462	-0.900879	
463	-0.88623	
464	-0.874023	
465	-0.861816	
466	-0.849609	
467	-0.837402	
468	-0.822754	
469	-0.812988	
470	-0.800781	
471	-0.786133	
472	-0.773926	
473	-0.761719	
474	-0.749512	
475	-0.737305	
476	-0.725098	
477	-0.712891	
478	-0.700684	
479	-0.688477	
480	-0.67627	
481	-0.661621	
482	-0.651855	
483	-0.639648	
484	-0.625	
485	-0.612793	
486	-0.603027	
487	-0.588379	
488	-0.576172	
489	-0.563965	
490	-0.551758	
491	-0.539551	
492	-0.527344	
493	-0.515137	
494	-0.50293	
495	-0.490723	
496	-0.478516	
497	-0.466309	
498	-0.454102	
499	-0.441895	
