Time - Plot 0	Amplitude - Plot 0	Time - Plot 1	Amplitude - Plot 1	Time - Plot 2	Amplitude - Plot 2	
132	-0.966797	132	-0.942383	132	0.942383	
133	-0.908203	133	-0.991211	133	0.932617	
134	-0.854492	134	-1.03027	134	0.908203	
135	-0.786133	135	-1.06934	135	0.859375	
136	-0.717773	136	-1.1084	136	0.805664	
137	-0.649414	137	-1.1377	137	0.742187	
138	-0.571289	138	-1.16211	138	0.654297	
139	-0.50293	139	-1.18164	139	0.581055	
140	-0.419922	140	-1.19629	140	0.473633	
141	-0.341797	141	-1.20605	141	0.385742	
142	-0.263672	142	-1.20605	142	0.268555	
143	-0.175781	143	-1.20605	143	0.175781	
144	-0.0976562	144	-1.19629	144	0.0634766	
145	-0.0146484	145	-1.17676	145	-0.0341797	
146	0.0683594	146	-1.15723	146	-0.141602	
147	0.15625	147	-1.1377	147	-0.234375	
148	0.239258	148	-1.1084	148	-0.332031	
149	0.317383	149	-1.06934	149	-0.405273	
150	0.395508	150	-1.03027	150	-0.473633	
151	0.46875	151	-0.991211	151	-0.527344	
152	0.551758	152	-0.947266	152	-0.59082	
153	0.620117	153	-0.883789	153	-0.615234	
154	0.688477	154	-0.830078	154	-0.634766	
155	0.756836	155	-0.771484	155	-0.639648	
156	0.820312	156	-0.703125	156	-0.629883	
157	0.878906	157	-0.639648	157	-0.610352	
158	0.9375	158	-0.571289	158	-0.571289	
159	0.981445	159	-0.498047	159	-0.522461	
160	1.03027	160	-0.424805	160	-0.463867	
161	1.0791	161	-0.351562	161	-0.380859	
162	1.1084	162	-0.263672	162	-0.302734	
163	1.14746	163	-0.185547	163	-0.209961	
164	1.17676	164	-0.102539	164	-0.112305	
165	1.19629	165	-0.0244141	165	-0.00488281	
166	1.20605	166	0.0585937	166	0.0927734	
167	1.2207	167	0.136719	167	0.205078	
168	1.22559	168	0.219727	168	0.307617	
169	1.22559	169	0.297852	169	0.415039	
170	1.21582	170	0.375977	170	0.517578	
171	1.20605	171	0.458984	171	0.600586	
172	1.19141	172	0.537109	172	0.683594	
173	1.16699	173	0.600586	173	0.766602	
174	1.1377	174	0.673828	174	0.825195	
175	1.1084	175	0.742187	175	0.874023	
176	1.06934	176	0.805664	176	0.917969	
177	1.02539	177	0.864258	177	0.9375	
178	0.981445	178	0.922852	178	0.942383	
179	0.932617	179	0.976562	179	0.952148	
180	0.874023	180	1.02539	180	0.922852	
181	0.81543	181	1.06445	181	0.898437	
182	0.74707	182	1.10352	182	0.839844	
183	0.678711	183	1.14258	183	0.786133	
184	0.615234	184	1.17188	184	0.722656	
185	0.537109	185	1.19629	185	0.629883	
186	0.463867	186	1.21582	186	0.546875	
187	0.385742	187	1.22559	187	0.454102	
188	0.307617	188	1.23535	188	0.34668	
189	0.229492	189	1.24023	189	0.229492	
190	0.136719	190	1.23535	190	0.126953	
191	0.0585937	191	1.22559	191	0.0195312	
192	-0.0292969	192	1.21094	192	-0.0830078	
193	-0.107422	193	1.19141	193	-0.185547	
194	-0.195312	194	1.16699	194	-0.27832	
195	-0.27832	195	1.1377	195	-0.380859	
196	-0.356445	196	1.09863	196	-0.454102	
197	-0.43457	197	1.05957	197	-0.527344	
198	-0.512695	198	1.02051	198	-0.595703	
199	-0.59082	199	0.976562	199	-0.639648	
200	-0.65918	200	0.917969	200	-0.678711	
201	-0.727539	201	0.859375	201	-0.693359	
202	-0.795898	202	0.800781	202	-0.693359	
203	-0.859375	203	0.732422	203	-0.683594	
204	-0.917969	204	0.668945	204	-0.664062	
205	-0.976562	205	0.600586	205	-0.620117	
206	-1.02539	206	0.527344	206	-0.576172	
207	-1.06934	207	0.454102	207	-0.512695	
208	-1.11816	208	0.380859	208	-0.43457	
209	-1.14746	209	0.292969	209	-0.34668	
210	-1.18652	210	0.219727	210	-0.253906	
211	-1.21582	211	0.131836	211	-0.15625	
212	-1.23535	212	0.0537109	212	-0.0537109	
213	-1.24512	213	-0.0292969	213	0.0537109	
214	-1.25488	214	-0.107422	214	0.161133	
215	-1.26465	215	-0.195312	215	0.273437	
216	-1.26465	216	-0.268555	216	0.385742	
217	-1.25488	217	-0.351562	217	0.488281	
218	-1.24512	218	-0.424805	218	0.581055	
219	-1.22559	219	-0.50293	219	0.668945	
220	-1.20605	220	-0.571289	220	0.742187	
221	-1.17676	221	-0.644531	221	0.810547	
222	-1.14746	222	-0.712891	222	0.864258	
223	-1.1084	223	-0.771484	223	0.908203	
224	-1.06445	224	-0.839844	224	0.927734	
225	-1.02051	225	-0.893555	225	0.952148	
226	-0.966797	226	-0.942383	226	0.947266	
227	-0.913086	227	-0.991211	227	0.932617	
228	-0.854492	228	-1.03027	228	0.908203	
229	-0.786133	229	-1.06934	229	0.854492	
230	-0.717773	230	-1.1084	230	0.800781	
231	-0.649414	231	-1.1377	231	0.737305	
232	-0.571289	232	-1.16211	232	0.65918	
233	-0.498047	233	-1.18164	233	0.581055	
234	-0.419922	234	-1.19629	234	0.478516	
235	-0.341797	235	-1.20117	235	0.385742	
236	-0.263672	236	-1.20605	236	0.273437	
237	-0.180664	237	-1.20605	237	0.170898	
238	-0.0976562	238	-1.19629	238	0.0585937	
239	-0.00976562	239	-1.17676	239	-0.0439453	
240	0.0683594	240	-1.15723	240	-0.151367	
241	0.15625	241	-1.1377	241	-0.239258	
242	0.239258	242	-1.1084	242	-0.327148	
243	0.322266	243	-1.06934	243	-0.410156	
244	0.395508	244	-1.03027	244	-0.478516	
245	0.473633	245	-0.991211	245	-0.541992	
246	0.551758	246	-0.942383	246	-0.585937	
247	0.620117	247	-0.883789	247	-0.610352	
248	0.688477	248	-0.830078	248	-0.634766	
249	0.756836	249	-0.771484	249	-0.634766	
250	0.825195	250	-0.708008	250	-0.629883	
251	0.878906	251	-0.634766	251	-0.610352	
252	0.9375	252	-0.571289	252	-0.571289	
253	0.986328	253	-0.498047	253	-0.522461	
254	1.03516	254	-0.424805	254	-0.458984	
255	1.0791	255	-0.34668	255	-0.380859	
256	1.1084	256	-0.263672	256	-0.302734	
257	1.14746	257	-0.185547	257	-0.209961	
258	1.17676	258	-0.0976562	258	-0.107422	
259	1.19629	259	-0.0244141	259	-0.00976562	
260	1.20605	260	0.0585937	260	0.0927734	
261	1.21582	261	0.141602	261	0.214844	
262	1.22559	262	0.224609	262	0.307617	
263	1.23047	263	0.302734	263	0.415039	
264	1.21582	264	0.380859	264	0.512695	
265	1.20605	265	0.458984	265	0.600586	
266	1.18652	266	0.537109	266	0.683594	
267	1.16699	267	0.605469	267	0.771484	
268	1.1377	268	0.678711	268	0.825195	
269	1.1084	269	0.74707	269	0.874023	
270	1.06934	270	0.800781	270	0.917969	
271	1.02539	271	0.869141	271	0.9375	
272	0.981445	272	0.927734	272	0.952148	
273	0.932617	273	0.976562	273	0.952148	
274	0.874023	274	1.02539	274	0.922852	
275	0.81543	275	1.06445	275	0.898437	
276	0.74707	276	1.09863	276	0.844727	
277	0.678711	277	1.14258	277	0.786133	
278	0.610352	278	1.16699	278	0.722656	
279	0.532227	279	1.19629	279	0.639648	
280	0.463867	280	1.21582	280	0.551758	
281	0.385742	281	1.22559	281	0.444336	
282	0.302734	282	1.23535	282	0.34668	
283	0.224609	283	1.23535	283	0.239258	
284	0.136719	284	1.23535	284	0.131836	
285	0.0585937	285	1.22559	285	0.0146484	
286	-0.0292969	286	1.20605	286	-0.078125	
287	-0.107422	287	1.18652	287	-0.19043	
288	-0.195312	288	1.17188	288	-0.292969	
289	-0.27832	289	1.14258	289	-0.375977	
290	-0.361328	290	1.10352	290	-0.463867	
291	-0.43457	291	1.05957	291	-0.532227	
292	-0.512695	292	1.01563	292	-0.59082	
293	-0.59082	293	0.97168	293	-0.639648	
294	-0.65918	294	0.917969	294	-0.668945	
295	-0.727539	295	0.859375	295	-0.683594	
296	-0.795898	296	0.800781	296	-0.693359	
297	-0.864258	297	0.732422	297	-0.683594	
298	-0.917969	298	0.668945	298	-0.65918	
299	-0.976562	299	0.600586	299	-0.625	
300	-1.02539	300	0.527344	300	-0.576172	
301	-1.07422	301	0.454102	301	-0.512695	
302	-1.11816	302	0.375977	302	-0.439453	
303	-1.14746	303	0.292969	303	-0.34668	
304	-1.18652	304	0.219727	304	-0.258789	
305	-1.21582	305	0.131836	305	-0.15625	
306	-1.23535	306	0.0537109	306	-0.0537109	
307	-1.24512	307	-0.0292969	307	0.0488281	
308	-1.25488	308	-0.107422	308	0.166016	
309	-1.26465	309	-0.195312	309	0.273437	
310	-1.26465	310	-0.273437	310	0.390625	
311	-1.25488	311	-0.351562	311	0.483398	
312	-1.24512	312	-0.424805	312	0.581055	
313	-1.22559	313	-0.50293	313	0.664062	
314	-1.20605	314	-0.571289	314	0.742187	
315	-1.17676	315	-0.644531	315	0.810547	
316	-1.14746	316	-0.712891	316	0.854492	
317	-1.1084	317	-0.771484	317	0.90332	
318	-1.05957	318	-0.834961	318	0.932617	
319	-1.02051	319	-0.893555	319	0.947266	
320	-0.966797	320	-0.942383	320	0.952148	
321	-0.908203	321	-0.996094	321	0.932617	
322	-0.849609	322	-1.03516	322	0.908203	
323	-0.786133	323	-1.07422	323	0.854492	
324	-0.717773	324	-1.1084	324	0.800781	
325	-0.649414	325	-1.1377	325	0.737305	
326	-0.571289	326	-1.16699	326	0.65918	
327	-0.498047	327	-1.18164	327	0.571289	
328	-0.419922	328	-1.19629	328	0.478516	
329	-0.336914	329	-1.20605	329	0.380859	
330	-0.263672	330	-1.20605	330	0.268555	
331	-0.175781	331	-1.20605	331	0.170898	
332	-0.0927734	332	-1.19629	332	0.0537109	
333	-0.00976562	333	-1.17676	333	-0.0439453	
334	0.0683594	334	-1.15723	334	-0.146484	
335	0.15625	335	-1.1377	335	-0.239258	
336	0.234375	336	-1.1084	336	-0.327148	
337	0.322266	337	-1.06934	337	-0.415039	
338	0.400391	338	-1.03516	338	-0.46875	
339	0.478516	339	-0.986328	339	-0.541992	
340	0.551758	340	-0.9375	340	-0.581055	
341	0.620117	341	-0.888672	341	-0.615234	
342	0.688477	342	-0.830078	342	-0.620117	
343	0.756836	343	-0.776367	343	-0.639648	
344	0.825195	344	-0.703125	344	-0.625	
345	0.883789	345	-0.634766	345	-0.610352	
346	0.942383	346	-0.571289	346	-0.561523	
347	0.986328	347	-0.493164	347	-0.517578	
348	1.03516	348	-0.419922	348	-0.458984	
349	1.0791	349	-0.34668	349	-0.380859	
350	1.11328	350	-0.263672	350	-0.297852	
351	1.14746	351	-0.185547	351	-0.214844	
352	1.17676	352	-0.0976562	352	-0.107422	
353	1.19629	353	-0.0244141	353	-0.00976562	
354	1.20605	354	0.0634766	354	0.0976562	
355	1.21582	355	0.136719	355	0.205078	
356	1.22559	356	0.224609	356	0.317383	
357	1.22559	357	0.302734	357	0.410156	
358	1.21582	358	0.380859	358	0.522461	
359	1.20605	359	0.458984	359	0.615234	
360	1.18652	360	0.537109	360	0.693359	
361	1.16699	361	0.605469	361	0.761719	
362	1.1377	362	0.678711	362	0.825195	
363	1.1084	363	0.74707	363	0.878906	
364	1.06934	364	0.805664	364	0.913086	
365	1.02051	365	0.869141	365	0.9375	
366	0.981445	366	0.927734	366	0.947266	
367	0.927734	367	0.976562	367	0.952148	
368	0.874023	368	1.02539	368	0.932617	
369	0.81543	369	1.06934	369	0.898437	
370	0.74707	370	1.1084	370	0.839844	
371	0.678711	371	1.14258	371	0.791016	
372	0.610352	372	1.17188	372	0.722656	
373	0.532227	373	1.20117	373	0.634766	
374	0.463867	374	1.21582	374	0.551758	
