Time - Plot 0	Amplitude - Plot 0	Time - Plot 1	Amplitude - Plot 1	Time - Plot 2	Amplitude - Plot 2	
0	0.307617	0	1.23535	0	0.34668	
1	0.229492	1	1.24023	1	0.244141	
2	0.141602	2	1.23535	2	0.136719	
3	0.0634766	3	1.22559	3	0.0292969	
4	-0.0244141	4	1.21094	4	-0.078125	
5	-0.107422	5	1.19141	5	-0.185547	
6	-0.19043	6	1.16699	6	-0.283203	
7	-0.27832	7	1.14258	7	-0.371094	
8	-0.351562	8	1.09863	8	-0.454102	
9	-0.429687	9	1.05957	9	-0.532227	
10	-0.507812	10	1.02539	10	-0.585937	
11	-0.585937	11	0.976562	11	-0.634766	
12	-0.65918	12	0.917969	12	-0.668945	
13	-0.727539	13	0.864258	13	-0.683594	
14	-0.795898	14	0.800781	14	-0.703125	
15	-0.854492	15	0.742187	15	-0.688477	
16	-0.913086	16	0.673828	16	-0.65918	
17	-0.97168	17	0.600586	17	-0.625	
18	-1.02051	18	0.532227	18	-0.576172	
19	-1.06934	19	0.458984	19	-0.507812	
20	-1.11816	20	0.380859	20	-0.43457	
21	-1.14746	21	0.297852	21	-0.361328	
22	-1.18652	22	0.219727	22	-0.258789	
23	-1.21094	23	0.131836	23	-0.161133	
24	-1.23535	24	0.0585937	24	-0.0488281	
25	-1.24512	25	-0.0292969	25	0.0488281	
26	-1.25488	26	-0.102539	26	0.166016	
27	-1.26465	27	-0.185547	27	0.263672	
28	-1.26465	28	-0.268555	28	0.375977	
29	-1.25488	29	-0.351562	29	0.478516	
30	-1.24512	30	-0.424805	30	0.576172	
31	-1.22559	31	-0.50293	31	0.65918	
32	-1.20605	32	-0.571289	32	0.742187	
33	-1.17676	33	-0.644531	33	0.800781	
34	-1.14746	34	-0.708008	34	0.859375	
35	-1.1084	35	-0.771484	35	0.908203	
36	-1.06934	36	-0.830078	36	0.9375	
37	-1.02051	37	-0.888672	37	0.947266	
38	-0.97168	38	-0.947266	38	0.952148	
39	-0.913086	39	-0.991211	39	0.927734	
40	-0.854492	40	-1.03027	40	0.908203	
41	-0.786133	41	-1.06934	41	0.859375	
42	-0.717773	42	-1.1084	42	0.800781	
43	-0.649414	43	-1.1377	43	0.742187	
44	-0.576172	44	-1.16211	44	0.664062	
45	-0.50293	45	-1.17676	45	0.581055	
46	-0.419922	46	-1.19629	46	0.488281	
47	-0.341797	47	-1.20605	47	0.385742	
48	-0.268555	48	-1.20117	48	0.27832	
49	-0.180664	49	-1.20605	49	0.170898	
50	-0.0976562	50	-1.19629	50	0.0683594	
51	-0.0195312	51	-1.18164	51	-0.0341797	
52	0.0683594	52	-1.15723	52	-0.141602	
53	0.151367	53	-1.1377	53	-0.239258	
54	0.234375	54	-1.1084	54	-0.327148	
55	0.3125	55	-1.06934	55	-0.400391	
56	0.390625	56	-1.03027	56	-0.473633	
57	0.46875	57	-0.991211	57	-0.532227	
58	0.551758	58	-0.942383	58	-0.585937	
59	0.620117	59	-0.888672	59	-0.615234	
60	0.688477	60	-0.830078	60	-0.634766	
61	0.756836	61	-0.771484	61	-0.639648	
62	0.820312	62	-0.708008	62	-0.625	
63	0.874023	63	-0.639648	63	-0.605469	
64	0.932617	64	-0.566406	64	-0.571289	
65	0.981445	65	-0.50293	65	-0.522461	
66	1.03027	66	-0.424805	66	-0.46875	
67	1.0791	67	-0.34668	67	-0.385742	
68	1.1084	68	-0.268555	68	-0.297852	
69	1.14746	69	-0.185547	69	-0.214844	
70	1.17676	70	-0.102539	70	-0.112305	
71	1.19629	71	-0.0244141	71	-0.00976562	
72	1.20605	72	0.0585937	72	0.0976562	
73	1.21582	73	0.131836	73	0.209961	
74	1.22559	74	0.219727	74	0.307617	
75	1.22559	75	0.292969	75	0.415039	
76	1.21582	76	0.380859	76	0.507812	
77	1.20605	77	0.458984	77	0.600586	
78	1.19141	78	0.537109	78	0.683594	
79	1.16699	79	0.600586	79	0.756836	
80	1.1377	80	0.673828	80	0.820312	
81	1.1084	81	0.742187	81	0.878906	
82	1.06934	82	0.800781	82	0.917969	
83	1.03027	83	0.864258	83	0.942383	
84	0.981445	84	0.922852	84	0.947266	
85	0.932617	85	0.976562	85	0.952148	
86	0.874023	86	1.02051	86	0.9375	
87	0.81543	87	1.06445	87	0.893555	
88	0.74707	88	1.10352	88	0.844727	
89	0.678711	89	1.1377	89	0.795898	
90	0.620117	90	1.17188	90	0.722656	
91	0.537109	91	1.19141	91	0.644531	
92	0.463867	92	1.21094	92	0.541992	
93	0.385742	93	1.23047	93	0.454102	
94	0.307617	94	1.23535	94	0.356445	
95	0.229492	95	1.23535	95	0.239258	
96	0.141602	96	1.24023	96	0.136719	
97	0.0634766	97	1.23047	97	0.0244141	
98	-0.0244141	98	1.20605	98	-0.078125	
99	-0.107422	99	1.19141	99	-0.180664	
100	-0.19043	100	1.16699	100	-0.288086	
101	-0.27832	101	1.14258	101	-0.371094	
102	-0.356445	102	1.09863	102	-0.458984	
103	-0.429687	103	1.05957	103	-0.532227	
104	-0.507812	104	1.02051	104	-0.59082	
105	-0.585937	105	0.97168	105	-0.639648	
106	-0.65918	106	0.917969	106	-0.673828	
107	-0.727539	107	0.859375	107	-0.688477	
108	-0.795898	108	0.800781	108	-0.698242	
109	-0.859375	109	0.737305	109	-0.688477	
110	-0.913086	110	0.668945	110	-0.668945	
111	-0.976562	111	0.600586	111	-0.625	
112	-1.02051	112	0.532227	112	-0.576172	
113	-1.06934	113	0.458984	113	-0.512695	
114	-1.11816	114	0.380859	114	-0.43457	
115	-1.14746	115	0.297852	115	-0.34668	
116	-1.18652	116	0.219727	116	-0.253906	
117	-1.21582	117	0.131836	117	-0.166016	
118	-1.23535	118	0.0537109	118	-0.0439453	
119	-1.24512	119	-0.0292969	119	0.0488281	
120	-1.25488	120	-0.102539	120	0.166016	
121	-1.26465	121	-0.19043	121	0.273437	
122	-1.26465	122	-0.263672	122	0.380859	
123	-1.25488	123	-0.351562	123	0.478516	
124	-1.24512	124	-0.424805	124	0.581055	
125	-1.22559	125	-0.50293	125	0.664062	
126	-1.20605	126	-0.571289	126	0.742187	
127	-1.17676	127	-0.639648	127	0.810547	
128	-1.14746	128	-0.712891	128	0.859375	
129	-1.1084	129	-0.771484	129	0.908203	
130	-1.06445	130	-0.830078	130	0.932617	
131	-1.02051	131	-0.888672	131	0.947266	
