Time - Plot 0	Amplitude - Plot 0	
0	0.00551758	
1	0.00541992	
2	0.00515137	
3	0.00576172	
4	0.00534668	
5	0.00483398	
6	0.00515137	
7	0.00527344	
8	0.00549316	
9	0.00539551	
10	0.00498047	
11	0.00556641	
12	0.00537109	
13	0.00517578	
14	0.00524902	
15	0.00510254	
16	0.00549316	
17	0.00507813	
18	0.00478516	
19	0.00512695	
20	0.00512695	
21	0.00505371	
22	0.00493164	
23	0.00458984	
24	0.00541992	
25	0.00493164	
26	0.00483398	
27	0.00490723	
28	0.00493164	
29	0.0050293	
30	0.00500488	
31	0.00461426	
32	0.00515137	
33	0.00493164	
34	0.00480957	
35	0.00498047	
36	0.00490723	
37	0.00544434	
38	0.00512695	
39	0.00488281	
40	0.00515137	
41	0.0052002	
42	0.00527344	
43	0.00483398	
44	0.00490723	
45	0.00517578	
46	0.00505371	
47	0.00498047	
48	0.00478516	
49	0.00498047	
50	0.00507813	
51	0.00512695	
52	0.00495605	
53	0.0052002	
54	0.00549316	
55	0.00524902	
56	0.00498047	
57	0.00524902	
58	0.00529785	
59	0.00510254	
60	0.00471191	
61	0.00476074	
62	0.0052002	
63	0.00529785	
64	0.00493164	
65	0.00495605	
66	0.00515137	
67	0.00529785	
68	0.00510254	
69	0.00507813	
70	0.00510254	
71	0.00537109	
72	0.00532227	
73	0.00490723	
74	0.00522461	
75	0.00541992	
76	0.00524902	
77	0.00500488	
78	0.00527344	
79	0.00561523	
80	0.00546875	
81	0.00534668	
82	0.00537109	
83	0.00551758	
84	0.00571289	
85	0.00532227	
86	0.00544434	
87	0.00551758	
88	0.00561523	
89	0.00541992	
90	0.00534668	
91	0.00529785	
92	0.00581055	
93	0.00563965	
94	0.00512695	
95	0.00549316	
96	0.00581055	
97	0.00568848	
98	0.00534668	
99	0.00534668	
100	0.00554199	
101	0.00568848	
102	0.00549316	
103	0.00529785	
104	0.00537109	
105	0.00554199	
106	0.00527344	
107	0.00507813	
108	0.00537109	
109	0.00534668	
110	0.00541992	
111	0.0052002	
112	0.00517578	
113	0.00551758	
114	0.00532227	
115	0.0050293	
116	0.00522461	
117	0.00546875	
118	0.00529785	
119	0.00515137	
120	0.0050293	
121	0.00527344	
122	0.00532227	
123	0.00515137	
124	0.00505371	
125	0.00529785	
126	0.00571289	
127	0.00539551	
128	0.00512695	
129	0.00529785	
130	0.00549316	
131	0.00537109	
132	0.00512695	
133	0.00505371	
134	0.00554199	
135	0.00534668	
136	0.00495605	
137	0.00517578	
138	0.0052002	
139	0.00529785	
140	0.0052002	
141	0.00510254	
142	0.00527344	
143	0.00524902	
144	0.0052002	
145	0.00488281	
146	0.0050293	
147	0.00541992	
148	0.00517578	
149	0.00500488	
150	0.00515137	
151	0.00524902	
152	0.00534668	
153	0.00483398	
154	0.00500488	
155	0.0052002	
156	0.00527344	
157	0.00495605	
158	0.0050293	
159	0.00507813	
160	0.00529785	
161	0.00512695	
162	0.00495605	
163	0.00517578	
164	0.00549316	
165	0.00524902	
166	0.00512695	
167	0.00527344	
168	0.00559082	
169	0.00554199	
170	0.00529785	
171	0.00539551	
172	0.00551758	
173	0.00554199	
174	0.00522461	
175	0.00517578	
176	0.00549316	
177	0.00554199	
178	0.00539551	
179	0.00544434	
180	0.00534668	
181	0.00566406	
182	0.00563965	
183	0.0052002	
184	0.00544434	
185	0.00571289	
186	0.00549316	
187	0.00529785	
188	0.00541992	
189	0.00563965	
190	0.00559082	
191	0.00534668	
192	0.00532227	
193	0.00549316	
194	0.0057373	
195	0.00544434	
196	0.00532227	
197	0.00561523	
198	0.00568848	
199	0.00563965	
200	0.00546875	
201	0.00546875	
202	0.00583496	
203	0.00576172	
204	0.00524902	
205	0.00559082	
206	0.00583496	
207	0.00581055	
208	0.00546875	
209	0.00554199	
210	0.00566406	
211	0.00581055	
212	0.00566406	
213	0.00539551	
214	0.00556641	
215	0.0059082	
216	0.00561523	
217	0.00541992	
218	0.00571289	
219	0.00583496	
220	0.0057373	
221	0.00551758	
222	0.00554199	
223	0.00588379	
224	0.00588379	
225	0.00532227	
226	0.00559082	
227	0.00585937	
228	0.00581055	
229	0.00554199	
230	0.00551758	
231	0.00563965	
232	0.00583496	
233	0.00554199	
234	0.00534668	
235	0.00554199	
236	0.0059082	
237	0.00568848	
238	0.00532227	
239	0.00563965	
240	0.0057373	
241	0.00578613	
242	0.00544434	
243	0.00527344	
244	0.00578613	
245	0.00578613	
246	0.00541992	
247	0.00534668	
248	0.00549316	
249	0.00554199	
250	0.00524902	
251	0.00490723	
252	0.00515137	
253	0.00510254	
254	0.00517578	
255	0.00480957	
256	0.00515137	
257	0.00549316	
258	0.0052002	
259	0.00495605	
260	0.00512695	
261	0.00532227	
262	0.00527344	
263	0.0048584	
264	0.00490723	
265	0.00524902	
266	0.00517578	
267	0.00490723	
268	0.00493164	
269	0.00510254	
270	0.00524902	
271	0.00510254	
272	0.00493164	
273	0.00510254	
274	0.00532227	
275	0.00532227	
276	0.00488281	
277	0.00512695	
278	0.00537109	
279	0.0052002	
280	0.00480957	
281	0.00507813	
282	0.00517578	
283	0.00539551	
284	0.00500488	
285	0.00478516	
286	0.00510254	
287	0.00517578	
288	0.00507813	
289	0.00495605	
290	0.00505371	
291	0.00522461	
292	0.00522461	
293	0.00478516	
294	0.00512695	
295	0.00532227	
296	0.00515137	
297	0.00480957	
298	0.0050293	
299	0.00532227	
300	0.00524902	
301	0.00495605	
302	0.00498047	
303	0.0052002	
304	0.00532227	
305	0.0052002	
306	0.00480957	
307	0.00529785	
308	0.00529785	
309	0.00527344	
310	0.0050293	
311	0.00507813	
312	0.00554199	
313	0.00539551	
314	0.00495605	
315	0.0052002	
316	0.00559082	
317	0.00546875	
318	0.00517578	
319	0.00522461	
320	0.00556641	
321	0.00546875	
322	0.00537109	
323	0.00512695	
324	0.00551758	
325	0.00571289	
326	0.00556641	
327	0.00541992	
328	0.00576172	
329	0.00603027	
330	0.00595703	
331	0.00578613	
332	0.00563965	
333	0.00600586	
334	0.00588379	
335	0.00541992	
336	0.00559082	
337	0.00595703	
338	0.00568848	
339	0.0057373	
340	0.00566406	
341	0.00585937	
342	0.00600586	
343	0.00585937	
344	0.00559082	
345	0.00576172	
346	0.00617676	
347	0.00588379	
348	0.00556641	
349	0.00595703	
350	0.00605469	
351	0.0059082	
352	0.00583496	
353	0.00556641	
354	0.0060791	
355	0.00600586	
356	0.00554199	
357	0.00571289	
358	0.00600586	
359	0.0059082	
360	0.00598145	
361	0.0057373	
362	0.0059082	
363	0.00600586	
364	0.00593262	
365	0.00571289	
366	0.00571289	
367	0.00615234	
368	0.00593262	
369	0.00549316	
370	0.00585937	
371	0.00585937	
372	0.00585937	
373	0.0059082	
374	0.00551758	
375	0.00595703	
376	0.00600586	
377	0.00563965	
378	0.00585937	
379	0.0059082	
380	0.00593262	
381	0.00581055	
382	0.00559082	
383	0.00568848	
384	0.00603027	
385	0.00585937	
386	0.00563965	
387	0.00561523	
388	0.0060791	
389	0.00576172	
390	0.00549316	
391	0.00578613	
392	0.00583496	
393	0.00588379	
394	0.0057373	
395	0.00539551	
396	0.0059082	
397	0.00603027	
398	0.00563965	
399	0.00571289	
400	0.00578613	
401	0.00595703	
402	0.00585937	
403	0.00559082	
404	0.00576172	
405	0.00605469	
406	0.00583496	
407	0.00556641	
408	0.00554199	
409	0.00605469	
410	0.0059082	
411	0.00571289	
412	0.00556641	
413	0.00578613	
414	0.00593262	
415	0.00585937	
416	0.00551758	
417	0.0059082	
418	0.00615234	
419	0.00581055	
420	0.00568848	
421	0.00578613	
422	0.00615234	
423	0.00595703	
424	0.00571289	
425	0.00578613	
426	0.0060791	
427	0.00600586	
428	0.00578613	
429	0.00581055	
430	0.00612793	
431	0.00600586	
432	0.00598145	
433	0.0057373	
434	0.00588379	
435	0.00612793	
436	0.0060791	
437	0.0057373	
438	0.00595703	
439	0.00625	
440	0.0060791	
441	0.00588379	
442	0.00595703	
443	0.00637207	
444	0.00625	
445	0.00583496	
446	0.0059082	
447	0.00625	
448	0.00627441	
449	0.00603027	
450	0.0059082	
451	0.00585937	
452	0.00605469	
453	0.00583496	
454	0.00566406	
455	0.00571289	
456	0.00629883	
457	0.00605469	
458	0.00585937	
459	0.00605469	
460	0.00620117	
461	0.00612793	
462	0.00600586	
463	0.00585937	
464	0.00612793	
465	0.00620117	
466	0.00571289	
467	0.00598145	
468	0.00598145	
469	0.00617676	
470	0.0060791	
471	0.00595703	
472	0.00603027	
473	0.00625	
474	0.00617676	
475	0.0059082	
476	0.00600586	
477	0.00644531	
478	0.00615234	
479	0.00571289	
480	0.0060791	
481	0.00615234	
482	0.00627441	
483	0.00605469	
484	0.00576172	
485	0.00615234	
486	0.00632324	
487	0.00598145	
488	0.00603027	
489	0.00605469	
490	0.00612793	
491	0.0060791	
492	0.00581055	
493	0.00603027	
494	0.00620117	
495	0.00617676	
496	0.00583496	
497	0.00583496	
498	0.00610352	
499	0.00598145	
